game_date,home_team,away_team,winner
2024-08-09,Twins,Guardians,Twins
2024-08-09,Nationals,Angels,Nationals
2024-08-09,Rays,Orioles,Orioles
2024-08-09,Red Sox,Astros,Astros
2024-08-09,Marlins,Padres,Padres
2024-08-09,White Sox,Cubs,Cubs
2024-08-09,Royals,Cardinals,Cardinals
2024-08-09,Brewers,Reds,Brewers
2024-08-09,Twins,Guardians,Twins
2024-08-09,Rockies,Braves,Rockies
2024-08-09,D-backs,Phillies,D-backs
2024-08-09,Dodgers,Pirates,Dodgers
2024-08-09,Mariners,Mets,Mariners
2024-08-09,Giants,Tigers,Giants
