full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Nathan Eovaldi,376,87.55,1964.92,6.88,28,0,72.1,10.25,82.15,7.45,5
Miles Mikolas,389,87.39,2259.42,6.23,19,0,69.98,19.41,84.51,7.15,5
Taijuan Walker,292,88.08,2136.21,5.97,12,0,70.93,17.03,84.91,7.47,5
Nick Pivetta,565,88.09,2458.61,6.78,40,0,68.75,23.13,83.67,7.12,6
Clay Holmes,550,89.62,2223.52,5.81,14,0,70.41,3.99,83.27,7.22,6
Adrian Houser,441,90.67,2121.12,6.81,20,0,70.02,16.97,85.35,7.14,5
Jeffrey Springs,540,85.27,1979.59,6.27,23,0,69.84,23.34,81.57,7.3,6
Kyle Freeland,435,87.55,2378.31,6.53,17,0,72.28,17.68,84.99,7.51,5
Michael Wacha,445,86.04,1915.64,6.68,20,0,68.35,16.9,79.28,7.18,5
Cal Quantrill,376,89.59,2025.69,6.3,23,0,68.91,22.86,82.78,7.06,5
Zack Littell,449,87.67,1819.99,6.13,18,0,69.98,16.3,84.28,7.1,5
Freddy Peralta,492,89.79,2322.2,6.81,33,0,70.02,22.43,82.26,7.26,5
Logan Webb,566,88.97,1959.76,6.81,30,0,70.21,6.7,84.73,7.03,6
Dean Kremer,409,87.7,2112.7,5.97,27,0,69.86,18.94,80.21,7.3,5
Joey Wentz,258,88.75,2472.97,7.1,16,0,68.64,11.72,78.79,7.4,5
Gavin Williams,476,90.14,2267.82,6.92,28,0,70.37,19.09,82.86,7.28,5
MacKenzie Gore,479,89.53,2229.2,6.91,21,0,68.53,23.02,80.31,7.13,5
Ryne Nelson,434,92.37,2306.09,6.91,21,0,69.82,24.76,85.79,6.91,5
Keider Montero,282,88.14,2485.65,6.22,14,0,69.74,20.07,85.69,7.17,4
Brayan Bello,568,91.61,2257.58,6.31,28,0,69.97,15.13,83.25,7.19,6
Mike Burrows,401,90.25,2275.6,6.49,24,0,70.91,14.85,83.58,7.52,6
Shota Imanaga,513,85.86,2057.71,6.24,21,0,71.92,27.49,82.75,7.58,6
Emmet Sheehan,278,90.67,2172.15,6.59,15,0,68.81,27.85,84.51,7.2,4
Ryan Gusto,326,90.42,2367.04,6.4,15,0,69.68,27.19,87.05,7.04,6
Bryan Woo,480,93.55,2294.11,6.5,34,0,70.38,26.29,82.81,7.06,5
Will Warren,539,89.11,2601.51,6.7,28,0,70.29,16.28,82.55,7.07,6
Zebby Matthews,158,92.54,2279.66,6.47,13,0,71.33,11.23,85.35,7.37,2
