team,wins,losses,run_diff,streak,games_played,win_pct
TOR,53,38,16,W9,91,.582
NYY,49,41,95,W1,90,.544
TB,49,42,65,L1,91,.538
BOS,47,45,39,W4,92,.511
BAL,40,49,-82,W3,89,.449
DET,58,34,110,W4,92,.630
KC,44,48,-24,W2,92,.478
MIN,43,47,-18,L1,90,.478
CLE,41,48,-57,W1,89,.461
CWS,30,61,-88,L2,91,.330
HOU,55,36,69,L1,91,.604
SEA,48,42,22,W3,90,.533
LAA,44,46,-48,W1,90,.489
TEX,44,47,24,L2,91,.484
Athletics,37,55,-140,L2,92,.402
PHI,53,38,53,L1,91,.582
NYM,52,39,44,L1,91,.571
MIA,41,48,-67,W1,89,.461
ATL,39,50,4,L4,89,.438
WSH,37,53,-86,L3,90,.411
CHC,54,36,126,W1,90,.600
MIL,51,40,65,W2,91,.560
STL,48,43,15,L1,91,.527
CIN,46,45,28,L3,91,.505
PIT,38,54,-43,L4,92,.413
LAD,56,36,69,L4,92,.609
SF,50,42,32,W3,92,.543
SD,48,42,9,L1,90,.533
ARI,45,46,3,W1,91,.495
COL,21,70,-235,L1,91,.231
