team,wins,losses,run_diff,streak,games_played,win_pct
BAL,73,52,90,W1,125,.584
NYY,73,52,116,L2,125,.584
BOS,65,59,22,L1,124,.524
TB,62,61,-49,W3,123,.504
TOR,59,66,-75,W1,125,.472
CLE,72,52,78,L3,124,.581
MIN,70,54,70,L1,124,.565
KC,69,55,109,W4,124,.556
DET,61,64,-3,W2,125,.488
CWS,30,95,-258,L2,125,.240
HOU,67,56,70,W2,123,.545
SEA,64,61,24,W1,125,.512
TEX,57,68,-35,W1,125,.456
LAA,53,71,-111,L2,124,.427
OAK,53,71,-71,L1,124,.427
PHI,73,51,102,L1,124,.589
ATL,66,58,50,W2,124,.532
NYM,64,60,29,L1,124,.516
WSH,56,69,-70,W1,125,.448
MIA,46,78,-167,W1,124,.371
MIL,72,52,106,W5,124,.581
STL,61,63,-62,L1,124,.492
CHC,61,64,4,L1,125,.488
CIN,60,64,30,L3,124,.484
PIT,58,65,-31,L1,123,.472
LAD,73,52,101,W1,125,.584
SD,70,55,70,L1,125,.560
ARI,69,56,70,L3,125,.552
SF,63,63,-12,W1,126,.500
COL,46,79,-197,W1,125,.368
