team,wins,losses,run_diff,streak,games_played,win_pct
BAL,67,46,89,W2,113,.593
NYY,67,46,121,W2,113,.593
BOS,60,52,34,W2,112,.536
TB,57,54,-43,W2,111,.514
TOR,52,61,-85,L2,113,.460
CLE,67,45,84,L3,112,.598
MIN,63,48,62,W5,111,.568
KC,63,51,91,L1,114,.553
DET,53,60,-24,L1,113,.469
CWS,27,88,-251,L21,115,.235
SEA,59,54,24,L1,113,.522
HOU,57,55,40,L3,112,.509
TEX,54,59,-19,W1,113,.478
LAA,49,63,-96,W2,112,.438
OAK,47,67,-69,W1,114,.412
PHI,66,46,97,L1,112,.589
ATL,60,51,55,L2,111,.541
NYM,59,53,34,W1,112,.527
WSH,51,62,-59,L1,113,.451
MIA,42,71,-147,L1,113,.372
MIL,62,49,79,L2,111,.559
PIT,56,55,-5,L1,111,.505
STL,57,56,-48,L2,113,.504
CIN,54,58,35,W1,112,.482
CHC,55,60,-3,L1,115,.478
LAD,66,47,98,W3,113,.584
ARI,61,52,46,W2,113,.540
SD,61,52,48,W2,113,.540
SF,57,57,-8,W2,114,.500
COL,41,72,-180,L2,113,.363
