team,wins,losses,run_diff,streak,games_played,win_pct
TOR,50,38,10,W6,88,.568
NYY,48,40,99,L5,88,.545
TB,48,40,68,L1,88,.545
BOS,44,45,24,W1,89,.494
BAL,38,49,-86,W1,87,.437
DET,55,34,100,W1,89,.618
MIN,42,46,-17,W1,88,.477
KC,42,47,-28,W2,89,.472
CLE,40,46,-53,L8,86,.465
CWS,29,59,-89,W1,88,.330
HOU,53,35,65,W1,88,.602
SEA,46,42,20,W1,88,.523
LAA,43,44,-47,L1,87,.494
TEX,43,45,25,L1,88,.489
Athletics,37,53,-131,W1,90,.411
PHI,51,37,49,L1,88,.580
NYM,51,38,40,W3,89,.573
MIA,39,47,-71,L1,86,.453
ATL,39,48,8,L2,87,.448
WSH,37,51,-77,L1,88,.420
CHC,53,35,117,W4,88,.602
MIL,49,39,57,W1,88,.557
STL,47,42,24,L4,89,.528
CIN,46,42,38,W2,88,.523
PIT,38,51,-35,L1,89,.427
LAD,56,33,83,L1,89,.629
SD,47,40,12,W1,87,.540
SF,47,42,21,L1,89,.528
ARI,43,45,-2,L3,88,.489
COL,20,68,-224,L1,88,.227
