game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct
2024-08-16,TOR,CHC,YARIEL RODRIGUEZ,KYLE HENDRICKS,422.0,83.69,2208.01,5.61,17.0,0.0,69.98,7.79,78.77,7.33,5.0,,,,,,,,,,,,83.265,68.52307692307693,6.937385531135531,79.7855,71.07383838383838,7.220858585858586,57,39,119,W2,96,0.594,55,41,17,L2,96,0.573
2024-08-16,SEA,PIT,LOGAN GILBERT,PAUL SKENES,489.0,92.44,2145.67,6.42,32.0,0.0,68.55,13.13,83.25,7.35,5.0,447.0,90.05,1879.59,7.56,31.0,0.0,68.95,9.03,83.24,7.41,5.0,85.01333333333334,69.97966666666666,6.894,87.70880952380953,69.48063492063493,7.366054421768707,39,58,-53,W1,97,0.402,51,45,32,W3,96,0.531
2024-08-16,WSH,PHI,PATRICK CORBIN,AARON NOLA,568.0,86.86,2345.99,6.87,26.0,0.0,69.37,15.45,83.76,7.38,6.0,561.0,84.99,2197.04,6.73,26.0,0.0,68.81,9.87,85.05,7.51,6.0,86.01869047619047,66.1284656084656,7.178835978835979,84.52291666666667,65.23166486291485,6.706444805194805,55,41,63,W1,96,0.573,38,58,-102,L4,96,0.396
2024-08-16,NYY,DET,GERRIT COLE,BEAU BRIESKE,262.0,92.29,2408.77,6.05,17.0,0.0,69.85,19.62,80.77,7.21,10.0,479.0,91.48,2463.53,6.27,34.0,0.0,69.11,19.47,83.84,7.12,5.0,84.68125,69.82142857142857,7.026190476190476,86.06875000000001,70.95251623376623,7.608549783549783,59,38,87,L4,97,0.608,53,43,111,L2,96,0.552
2024-08-16,KC,CIN,MICHAEL LORENZEN,NICK MARTINEZ,,,,,,,,,,,,444.0,88.36,2390.09,5.78,21.0,0.0,70.13,20.94,84.13,7.33,6.0,84.93571428571428,70.007693001443,7.242800024050024,87.99277777777779,71.88811507936508,7.422579365079365,50,47,31,W2,97,0.515,47,50,-28,W1,97,0.485
2024-08-16,ARI,TB,RYNE NELSON,RYAN PEPIOT,80.0,91.49,2435.96,6.65,5.0,0.0,69.43,21.04,81.61,7.11,1.0,580.0,91.47,2220.59,6.73,42.0,0.0,68.95,22.97,83.33,6.88,6.0,82.8953253968254,69.87031818181818,7.160621212121212,,,,50,47,61,L4,97,0.515,47,50,5,W1,97,0.485
2024-08-16,BOS,BAL,BRENNAN BERNARDINO,CORBIN BURNES,581.0,90.62,2655.1,6.54,34.0,0.0,68.37,12.3,81.05,7.31,6.0,171.0,84.72,2542.04,5.71,13.0,0.0,70.17,7.24,83.57,7.4,12.0,83.99160714285713,70.31559613997113,6.996811417748917,83.97906204906205,67.48214890129363,7.180233253588516,43,52,-90,L2,95,0.453,53,45,61,W10,98,0.541
2024-08-16,MIA,NYM,RODDERY MUNOZ,SEAN MANAEA,576.0,87.9,1965.44,7.07,33.0,0.0,68.43,23.19,82.43,6.85,6.0,,,,,,,,,,,,85.36839826839827,69.28123015873015,7.398055555555556,83.91037037037037,65.83968253968254,6.510714285714285,55,42,45,L1,97,0.567,44,51,-55,W2,95,0.463
2024-08-16,MIN,TEX,SIMEON WOODS RICHARDSON,ANDREW HEANEY,529.0,87.81,2360.6,6.48,26.0,0.0,70.77,21.41,80.85,7.3,6.0,425.0,87.83,2280.95,6.72,21.0,0.0,70.5,26.19,82.14,7.21,5.0,80.00595238095238,65.66261904761905,7.004973544973545,88.46388888888889,69.424375,7.348125,48,49,47,W1,97,0.495,47,49,-8,L1,96,0.49
2024-08-16,CLE,MIL,GAVIN WILLIAMS,AARON CIVALE,439.0,87.39,2518.66,5.72,19.0,0.0,69.03,21.03,81.68,7.14,5.0,530.0,91.42,2304.38,7.24,38.0,0.0,68.48,18.35,83.1,6.79,6.0,80.7825,68.47854700854701,7.112468457468457,83.84196428571428,70.2875,7.223571428571429,56,40,81,W7,96,0.583,46,49,-45,W2,95,0.484
2024-08-16,CWS,HOU,GARRETT CROCHET,SPENCER ARRIGHETTI,476.0,88.25,2448.29,7.01,41.0,0.0,70.11,24.25,83.63,7.42,5.0,337.0,94.75,2575.37,7.0,26.0,0.0,70.57,14.67,82.61,7.09,5.0,83.24666666666667,68.00769841269842,7.438571428571429,86.87256944444445,70.36994047619048,7.237202380952381,56,40,56,L1,96,0.583,32,65,-98,L2,97,0.33
2024-08-16,LAD,STL,JUSTIN WROBLESKI,MILES MIKOLAS,443.0,88.5,2261.91,6.37,19.0,0.0,70.95,16.92,81.67,7.23,5.0,244.0,91.52,2330.21,5.28,10.0,0.0,70.25,29.32,84.66,6.92,3.0,85.03962585034014,69.11515873015873,6.909880952380952,79.24914682539682,70.30611518111517,7.225802808302808,51,46,17,W1,97,0.526,58,39,69,W2,97,0.598
2024-08-16,SD,COL,MATT WALDRON,CAL QUANTRILL,455.0,89.54,1887.45,6.46,19.0,0.0,69.48,22.85,83.34,7.16,5.0,533.0,83.25,1366.26,6.65,33.0,0.0,68.5,19.52,82.07,7.02,6.0,81.13531746031747,71.77583333333332,7.303333333333334,84.0125,66.3828958078958,7.271507936507937,22,74,-253,L2,96,0.229,52,44,7,L1,96,0.542
