full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,413,88.52,2458.83,6.07,26,0,69.46,20.32,83.63,7.24,5
Jose Quintana,471,86.35,1971.85,6.55,17,0,70.43,18.79,83.61,7.35,5
Kyle Hendricks,489,83.1,2059.67,5.54,24,0,69.95,25.7,78.08,7.2,6
Adrian Houser,462,89.81,2080.71,6.82,18,0,70.19,13.28,83.12,7.2,5
Tyler Glasnow,85,93.68,2561.53,7.73,5,0,67.43,24.21,84.28,6.67,1
Lucas Giolito,577,89.49,2094.81,6.73,37,0,68.93,23.37,83.96,7.18,6
Tomoyuki Sugano,334,87.89,2300.62,6.23,15,0,71.42,23.29,84.87,7.3,4
Antonio Senzatela,515,90.75,2286.97,6.0,16,0,68.83,15.51,86.96,6.92,6
Eric Lauer,480,86.84,2214.37,6.06,34,0,69.67,23.48,82.49,7.07,6
Zack Littell,515,87.64,1824.54,6.13,27,0,70.89,17.44,86.93,7.25,6
Dylan Cease,605,92.74,2666.8,6.37,44,0,68.74,24.04,82.82,7.27,6
David Peterson,465,87.6,2095.1,7.2,22,0,71.7,5.51,85.43,7.39,5
Kris Bubic,551,87.71,2318.41,6.83,34,0,69.14,15.02,84.3,7.2,6
Bailey Falter,417,88.62,1933.04,7.21,16,0,69.46,23.06,86.19,6.95,6
MacKenzie Gore,589,89.58,2243.99,6.91,30,0,68.32,21.22,82.22,7.09,6
Andre Pallante,549,90.18,2413.98,6.54,20,0,69.45,5.99,82.09,7.11,6
Andrew Abbott,568,88.17,2428.18,6.29,24,0,70.37,20.96,80.57,7.33,6
Slade Cecconi,537,87.53,2379.4,6.52,36,0,69.07,19.63,83.73,7.31,6
Kumar Rocker,419,91.12,2164.38,6.74,22,0,69.47,16.74,84.43,7.21,5
Reese Olson,173,89.93,2259.85,6.0,4,0,67.33,19.26,84.18,7.22,2
Mitch Spence,489,87.43,2696.24,6.23,22,0,69.96,16.92,85.7,7.38,6
Brandon Walter,467,86.33,2263.41,6.57,30,0,70.13,15.12,80.11,7.16,5
Logan Evans,272,87.13,2488.43,5.79,10,0,72.38,13.2,87.12,7.53,3
Cade Horton,430,90.85,2433.03,6.22,18,0,68.49,11.26,83.49,7.31,5
Cam Schlittler,75,94.35,2495.0,6.41,7,0,70.33,21.71,83.31,6.67,1
Bryce Elder,429,88.08,2250.26,6.21,20,0,72.04,6.58,85.6,7.43,5
Brandon Pfaadt,543,89.99,2552.9,6.63,33,0,69.64,18.75,84.04,7.16,6
David Festa,497,90.33,2232.23,6.95,27,0,70.0,17.92,82.92,7.28,6
