full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Sonny Gray,229,87.88,2562.48,6.58,23,0,69.34,17.49,80.18,7.33,3
Kyle Hendricks,372,84.22,2135.19,5.61,19,0,69.21,17.15,79.4,7.45,6
Michael Lorenzen,173,89.93,2320.86,5.91,11,0,71.18,18.92,83.24,7.4,2
Ross Stripling,460,86.81,2065.0,6.12,25,0,68.94,20.09,80.38,7.2,6
Frankie Montas,359,89.95,2124.33,5.94,20,0,69.42,17.37,81.02,7.22,6
Chris Bassitt,564,86.0,2144.82,6.35,30,0,69.31,18.52,84.56,7.09,6
Adrian Houser,338,88.02,1998.08,6.73,12,0,71.49,16.41,86.86,7.48,4
Joe Musgrove,450,86.3,2656.75,6.14,20,0,68.28,14.67,82.64,7.3,5
Aaron Nola,540,86.04,2218.41,7.03,30,0,67.93,15.32,82.1,7.19,6
Colin Rea,427,87.79,2152.36,6.64,19,0,72.24,22.19,83.93,7.23,5
Tyler Glasnow,464,92.64,2635.81,7.38,41,0,69.08,11.49,83.22,7.09,5
Seth Lugo,460,87.44,2592.86,6.15,14,0,69.65,12.28,83.63,7.07,5
Cole Irvin,414,86.48,2059.48,6.34,14,0,69.49,15.46,85.37,7.1,5
Cal Quantrill,474,88.25,1825.49,6.5,17,0,69.26,13.8,83.37,7.28,6
Aaron Civale,456,85.9,2638.47,5.67,37,0,68.65,22.83,81.75,7.24,6
Luis Gil,438,93.5,2307.6,6.69,34,0,68.6,21.64,80.56,7.07,5
Casey Mize,426,89.58,2048.11,7.09,22,0,68.59,18.46,83.11,6.94,5
Peter Lambert,239,89.86,2099.72,6.53,15,0,70.37,17.56,83.23,7.31,7
Jordan Hicks,505,90.9,1891.91,6.56,28,0,69.45,10.08,82.52,7.32,6
Edward Cabrera,187,90.28,2109.61,6.61,17,0,70.07,12.31,80.08,7.64,2
George Kirby,435,91.0,2104.7,6.73,33,0,67.17,23.94,82.76,6.81,6
Josh Winckowski,287,90.62,2105.61,6.57,20,0,67.39,6.66,82.46,6.81,10
Darius Vines,154,85.21,2033.52,6.15,6,0,69.74,21.18,80.53,7.7,2
Emerson Hancock,385,90.53,2220.95,6.47,16,0,71.44,17.94,83.32,7.24,5
Tanner Bibee,535,88.28,2383.83,6.65,31,0,68.67,23.37,80.76,7.22,6
Slade Cecconi,64,88.25,2231.95,6.52,3,0,70.26,13.71,82.48,7.31,1
Mitchell Parker,154,86.93,1999.64,6.87,12,0,69.42,18.45,83.95,7.27,2
Nick Nastrini,160,88.83,2248.08,6.54,8,0,70.31,21.62,81.32,7.58,3
Hunter Brown,380,90.66,2210.63,6.63,21,0,69.54,15.06,84.39,7.12,6
Louis Varland,433,91.15,2272.64,6.88,23,0,70.87,16.49,84.96,7.02,5
