full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,90,90.14,2428.88,6.43,7,0,68.62,31.89,80.59,6.93,1
Merrill Kelly,442,88.97,2355.91,6.06,21,0,70.9,16.58,85.97,7.44,5
Zack Wheeler,573,91.49,2431.81,7.14,43,0,69.65,16.56,80.23,7.07,6
Nick Pivetta,461,87.43,2417.09,6.81,29,0,68.15,21.41,81.04,7.09,5
Blake Snell,530,89.04,2326.15,6.77,44,0,66.85,21.07,80.65,7.14,6
Colin Rea,531,88.6,2069.41,6.59,24,0,69.9,23.86,84.31,7.1,6
Max Fried,568,87.49,2293.47,6.6,34,0,69.3,2.49,82.4,7.1,6
Sean Manaea,601,87.84,2019.16,6.94,46,0,67.16,24.13,81.24,6.72,6
Luis Gil,362,91.98,2339.49,6.73,18,0,68.16,30.65,81.19,7.06,4
Davis Martin,503,88.26,2436.71,6.47,27,0,69.57,15.98,81.92,7.22,6
Casey Mize,234,89.12,1998.0,6.79,13,0,69.41,16.27,85.8,7.21,3
Bailey Falter,417,88.46,1990.95,7.16,22,0,67.86,21.5,82.87,6.74,5
Jake Irvin,557,89.82,2380.25,7.0,26,0,69.79,14.77,82.52,7.14,6
Dean Kremer,541,87.74,2089.96,6.16,31,0,70.34,18.97,80.49,7.37,6
Cole Ragans,585,89.1,2450.99,6.16,45,0,70.47,19.69,81.26,7.4,6
Shane Baz,448,90.38,2376.93,6.54,24,0,70.31,22.09,82.37,7.08,5
Bowden Francis,563,87.03,1987.2,6.78,39,0,69.48,24.83,82.65,7.19,6
Cody Bradford,531,84.4,1982.42,7.13,29,0,69.53,23.75,81.5,7.1,6
Bobby Miller,448,90.7,2352.69,6.83,23,0,68.01,17.61,85.47,7.22,5
Brandon Williamson,208,88.3,2216.51,5.78,11,0,69.87,19.88,84.43,7.27,3
Joey Estes,524,86.68,2305.0,5.97,25,0,69.87,28.38,82.09,7.21,6
Tanner Gordon,194,87.43,2146.84,6.29,3,0,68.75,26.96,83.66,7.07,3
Hunter Brown,500,92.81,2186.19,6.61,29,0,69.34,16.32,80.4,6.84,5
Jack Kochanowicz,394,94.01,2170.2,6.44,8,0,70.33,7.4,86.8,6.99,5
Bryan Woo,512,92.29,2260.44,6.52,32,0,69.13,20.58,85.12,6.86,6
Jordan Wicks,242,87.87,2157.13,6.35,6,0,69.32,22.53,82.36,7.03,3
Zebby Matthews,474,90.63,2265.2,6.46,27,0,69.97,21.49,85.28,7.27,6
