team,wins,losses,run_diff,streak,games_played,win_pct
NYY,52,29,107,L2,81,.642
BAL,49,30,108,L5,79,.620
BOS,43,37,44,L1,80,.538
TB,40,40,-53,W3,80,.500
TOR,36,43,-46,W1,79,.456
CLE,51,26,107,W7,77,.662
MIN,43,36,24,L1,79,.544
KC,43,38,44,L1,81,.531
DET,37,42,-10,W1,79,.468
CWS,21,60,-168,L3,81,.259
SEA,45,37,8,L3,82,.549
HOU,39,40,24,W6,79,.494
TEX,37,42,-7,L2,79,.468
LAA,32,46,-75,W2,78,.410
OAK,29,53,-103,L4,82,.354
PHI,52,27,118,L1,79,.658
ATL,43,33,49,L1,76,.566
NYM,38,39,1,W2,77,.494
WSH,38,41,-12,L2,79,.481
MIA,28,51,-123,W1,79,.354
MIL,47,33,68,W3,80,.588
STL,40,37,-30,W4,77,.519
PIT,38,41,-35,W1,79,.481
CIN,37,42,11,L1,79,.468
CHC,37,43,-25,L3,80,.463
LAD,50,31,116,W3,81,.617
SD,43,41,17,W2,84,.512
ARI,39,40,-3,W1,79,.494
SF,38,42,-29,W2,80,.475
COL,27,52,-127,L2,79,.342
