team,wins,losses,run_diff,streak,games_played,win_pct
BAL,24,12,53,W1,36,.667
NYY,25,14,53,L1,39,.641
BOS,19,18,34,L2,37,.514
TB,19,19,-31,L1,38,.500
TOR,17,20,-44,W1,37,.459
CLE,24,14,40,L1,38,.632
MIN,22,15,24,W2,37,.595
KC,23,16,52,W2,39,.590
DET,19,18,6,L1,37,.514
CWS,10,28,-88,W2,38,.263
TEX,22,17,29,W1,39,.564
SEA,20,18,2,L2,38,.526
OAK,18,21,-28,L1,39,.462
LAA,14,24,-40,L1,38,.368
HOU,13,24,-31,W1,37,.351
PHI,26,12,52,L1,38,.684
ATL,22,12,41,W2,34,.647
NYM,18,18,5,W2,36,.500
WSH,18,18,-8,L1,36,.500
MIA,10,29,-79,L3,39,.256
MIL,22,15,25,W1,37,.595
CHC,22,16,13,L1,38,.579
PIT,17,21,-22,L2,38,.447
CIN,16,21,-2,L8,37,.432
STL,15,22,-41,L5,37,.405
LAD,26,13,74,W7,39,.667
SD,20,20,16,W1,40,.500
ARI,18,20,13,W4,38,.474
SF,17,22,-42,L1,39,.436
COL,9,28,-76,W1,37,.243
