full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Gerrit Cole,490,91.85,2460.37,6.28,33,0,69.22,19.17,83.13,7.07,5
Nathan Eovaldi,531,90.95,1986.99,6.55,32,0,70.79,9.04,83.61,7.29,6
Patrick Corbin,465,84.76,2207.02,6.74,24,0,69.25,10.68,85.07,7.55,5
Aaron Nola,558,87.38,2356.85,6.84,31,0,69.79,17.29,83.75,7.5,6
Max Fried,287,86.61,2327.81,6.56,22,0,68.24,3.79,76.92,6.96,3
Michael Wacha,456,86.72,1916.23,6.88,21,0,68.95,16.88,80.59,7.26,5
Chris Flexen,525,85.47,2207.01,6.31,17,0,70.98,24.84,83.62,7.36,6
Sean Manaea,577,87.55,1961.9,7.11,38,0,69.27,22.45,82.28,6.99,6
Dakota Hudson,64,87.65,2407.95,6.31,1,0,75.07,19.59,81.08,7.48,1
Griffin Canning,438,89.47,2159.45,5.87,23,0,70.06,15.81,84.3,7.23,5
Alex Faedo,260,89.76,2419.55,6.03,16,0,68.13,30.51,80.94,7.3,9
Drew Rasmussen,58,94.53,2536.17,6.64,3,0,67.15,17.93,80.96,7.19,2
Justin Steele,555,88.43,2490.62,6.29,35,0,69.69,19.81,80.92,7.05,6
Logan Webb,499,89.12,1891.94,6.95,26,0,70.55,7.82,83.18,7.17,5
Matt Waldron,511,82.95,1350.4,6.65,28,0,68.84,19.8,83.05,7.09,6
Zac Gallen,545,88.11,2192.51,6.53,24,0,69.85,9.05,82.42,7.47,6
Gavin Williams,532,91.35,2316.78,7.23,35,0,68.29,21.12,83.52,6.77,6
Tobias Myers,325,89.07,2156.48,6.67,22,0,69.1,21.18,83.26,7.03,4
Corbin Burnes,486,90.62,2671.59,6.54,27,0,68.29,12.01,80.76,7.27,5
Logan Gilbert,438,90.04,1843.68,7.57,34,0,68.84,9.83,82.1,7.41,5
Andre Pallante,384,91.63,2331.91,6.67,14,0,69.68,1.89,82.65,6.99,4
Josh Winckowski,175,91.52,2109.54,6.44,5,0,70.51,9.12,84.07,7.09,9
Cody Bradford,197,85.82,2054.65,7.14,14,0,70.45,16.56,82.19,7.16,3
Osvaldo Bido,386,90.79,2247.78,6.32,25,0,70.27,20.49,79.49,7.44,6
Simeon Woods Richardson,433,87.68,2281.21,6.76,27,0,70.61,22.57,82.25,7.2,5
Spencer Arrighetti,468,88.12,2443.34,7.0,43,0,70.23,22.55,82.66,7.4,5
River Ryan,295,91.97,2391.27,6.54,18,0,70.36,11.31,80.45,7.18,4
Paul Skenes,495,92.47,2137.83,6.42,37,0,68.4,12.46,82.1,7.3,5
