full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Jose Quintana,489,86.56,1939.59,6.49,19,0,69.97,16.68,83.36,7.41,6
Kyle Gibson,562,86.62,2191.93,6.93,32,0,70.49,10.46,83.39,7.58,6
Nathan Eovaldi,129,89.11,2016.92,6.5,10,0,70.06,5.37,85.72,7.18,2
Zack Wheeler,584,91.89,2374.03,7.18,39,0,69.35,20.68,80.89,7.0,6
Kevin Gausman,488,90.18,2070.91,6.65,38,0,69.48,16.36,83.29,7.31,6
Tyler Glasnow,474,92.46,2656.52,7.49,42,0,69.67,14.05,82.17,7.24,5
Max Fried,613,87.39,2268.36,6.47,36,0,67.99,7.68,80.46,7.14,6
Zack Littell,527,87.68,1883.03,6.22,34,0,69.81,20.14,82.17,7.25,6
Freddy Peralta,569,89.01,2325.36,6.62,43,0,68.47,21.76,80.24,7.17,6
Griffin Canning,541,89.32,2210.11,5.94,21,0,69.96,18.45,84.48,7.33,6
Tylor Megill,184,91.24,2051.11,7.48,16,0,68.89,20.52,82.09,7.07,2
Matt Waldron,517,83.6,1372.01,6.56,37,0,69.26,18.15,81.42,7.15,6
Ryan Feltner,515,90.58,2274.08,6.36,19,0,69.61,14.71,82.24,7.07,6
Triston McKenzie,544,85.82,2227.23,6.76,36,0,69.86,26.45,84.0,7.45,6
Jake Irvin,561,88.74,2438.95,6.89,31,0,69.84,17.93,83.96,7.15,6
Jake Woodford,86,86.55,2338.4,6.43,4,0,67.91,17.86,83.0,7.31,1
Cole Ragans,591,90.21,2437.31,6.1,46,0,70.15,17.08,80.29,7.4,6
Erik Miller,263,89.93,2168.12,6.5,17,0,68.59,11.12,80.85,7.35,15
Tarik Skubal,454,91.81,2029.43,6.3,37,0,68.52,17.22,83.49,7.14,5
Andrew Abbott,538,88.43,2367.45,6.65,25,0,70.06,25.97,83.25,7.14,6
Ben Brown,356,92.81,2258.51,6.7,33,0,69.17,20.35,81.95,7.36,6
Brayan Bello,352,90.69,2018.47,6.37,18,0,70.15,4.4,83.39,7.46,4
Grayson Rodriguez,367,90.28,2301.66,7.24,26,0,69.33,23.34,81.25,7.13,4
Simeon Woods Richardson,493,87.56,2269.08,6.77,19,0,69.96,22.38,82.52,7.04,6
Jared Jones,450,91.98,2491.05,6.79,28,0,70.2,21.8,83.16,7.2,5
Hunter Brown,549,91.69,2143.63,6.57,35,0,68.5,16.33,81.44,6.94,6
Mitch Spence,382,86.92,2686.67,6.25,20,0,69.65,14.12,82.22,7.41,7
Brandon Pfaadt,551,89.04,2535.4,6.68,36,0,69.4,21.24,82.97,7.25,6
Gavin Stone,445,91.12,2007.35,6.6,23,0,70.83,16.51,81.39,7.38,5
