mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,84.88,71.51,7.54,23,0,2,9.0,78.0,371.0,0.25,0.38
502671,paul goldschmidt,NYY,76.26,71.63,7.88,18,0,1,8.0,66.0,385.0,0.29,0.43
514888,josé altuve,HOU,93.16,74.51,7.69,13,0,0,17.0,68.0,426.0,0.28,0.46
518692,freddie freeman,LAD,87.6,64.03,6.0,15,0,1,10.0,86.0,384.0,0.3,0.47
521692,salvador pérez,KC,95.34,72.4,7.58,10,0,0,18.0,77.0,407.0,0.26,0.47
542303,marcell ozuna,ATL,90.14,72.85,7.35,23,0,2,13.0,90.0,396.0,0.24,0.39
543760,marcus semien,TEX,92.0,74.14,8.2,18,0,0,13.0,80.0,429.0,0.23,0.36
543807,george springer,TOR,82.29,69.37,7.58,22,0,1,17.0,73.0,393.0,0.29,0.5
553993,eugenio suárez,AZ,79.61,71.21,7.57,18,1,1,36.0,111.0,421.0,0.25,0.59
571448,nolan arenado,STL,87.82,72.44,8.82,13,0,0,10.0,36.0,379.0,0.24,0.38
572233,christian walker,HOU,95.42,72.38,7.56,23,1,0,13.0,114.0,412.0,0.23,0.38
573262,mike yastrzemski,SF,86.88,70.3,7.8,21,0,0,8.0,82.0,358.0,0.24,0.36
575929,willson contreras,STL,80.15,78.67,8.75,16,0,1,14.0,104.0,417.0,0.27,0.46
592206,nick castellanos,PHI,72.24,67.48,7.05,13,0,0,13.0,85.0,421.0,0.27,0.43
592450,aaron judge,NYY,93.7,77.28,7.82,15,0,1,37.0,120.0,459.0,0.34,0.71
592518,manny machado,SD,90.7,75.78,7.74,18,0,1,19.0,76.0,443.0,0.29,0.49
593428,xander bogaerts,SD,88.92,69.13,7.28,26,0,0,6.0,65.0,414.0,0.27,0.38
596019,francisco lindor,NYM,88.8,72.58,7.69,24,2,0,20.0,85.0,462.0,0.25,0.44
596146,max kepler,PHI,81.53,66.99,7.27,23,0,0,11.0,66.0,338.0,0.2,0.36
605137,josh bell,WSH,90.28,68.88,7.7,14,1,0,13.0,59.0,348.0,0.22,0.39
606192,teoscar hernández,LAD,83.7,70.8,7.64,18,0,0,15.0,80.0,335.0,0.25,0.46
607043,brandon nimmo,NYM,75.57,67.12,6.44,20,0,3,19.0,81.0,414.0,0.26,0.47
607208,trea turner,PHI,78.8,73.6,7.37,16,1,1,11.0,75.0,455.0,0.3,0.44
621020,dansby swanson,CHC,88.52,72.7,7.41,17,0,1,16.0,115.0,426.0,0.25,0.42
621439,byron buxton,MIN,73.0,70.74,8.22,12,0,2,23.0,97.0,361.0,0.28,0.57
621493,taylor ward,LAA,78.09,65.65,6.57,32,0,1,23.0,119.0,442.0,0.23,0.48
621566,matt olson,ATL,91.91,72.49,7.43,17,0,0,18.0,106.0,453.0,0.26,0.47
624413,pete alonso,NYM,83.1,75.59,6.86,19,1,1,22.0,105.0,450.0,0.27,0.51
641857,ryan mcmahon,COL,98.57,72.81,6.9,17,1,2,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,82.8,70.78,8.4,18,0,2,15.0,113.0,438.0,0.23,0.4
