full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,182,89.48,2439.99,6.46,12,0,69.38,21.87,82.97,7.03,2
Nathan Eovaldi,487,88.99,1986.64,6.57,31,0,68.7,16.6,83.1,7.07,5
Zack Wheeler,576,91.93,2437.64,7.15,43,0,69.92,16.21,80.95,7.07,6
Frankie Montas,588,92.35,2304.28,6.04,42,0,70.89,14.95,81.15,7.26,6
Nick Pivetta,454,87.5,2423.13,6.78,29,0,68.45,22.2,81.73,7.19,5
Chris Bassitt,473,86.44,2164.54,6.46,32,0,69.02,18.82,82.83,7.1,5
Blake Snell,514,89.55,2313.27,6.79,45,0,67.34,22.44,80.72,7.14,6
Griffin Canning,458,89.32,2223.76,5.92,27,0,70.18,16.23,82.76,7.39,5
Grant Holmes,247,89.53,2589.19,5.95,9,0,69.82,13.49,84.1,7.38,9
Tylor Megill,346,91.63,2133.13,7.28,22,0,68.38,12.51,80.62,6.84,4
Jordan Montgomery,377,86.3,2173.02,6.7,14,0,69.42,15.05,82.08,7.46,6
Luis Gil,355,91.86,2283.12,6.65,20,0,69.04,32.1,83.42,7.17,4
Ryan Feltner,431,89.64,2281.91,6.46,21,0,69.53,19.51,82.44,7.03,5
Davis Martin,505,88.28,2454.03,6.47,26,0,69.17,17.52,82.64,7.17,6
Casey Mize,323,90.23,2035.92,6.87,16,0,69.81,13.06,85.25,7.17,4
Bailey Falter,409,88.48,1978.5,7.19,17,0,68.7,18.49,83.65,6.87,5
Cole Ragans,584,88.9,2454.51,6.18,43,0,69.87,16.82,80.98,7.42,6
Gavin Williams,495,91.4,2326.72,7.15,29,0,70.09,22.52,84.25,7.12,6
Shane Baz,447,90.17,2379.94,6.54,24,0,70.9,20.72,82.42,7.16,5
Darren McCaughan,294,85.85,2193.77,6.63,11,0,70.67,20.53,83.18,7.25,4
Bobby Miller,422,90.71,2364.08,6.78,24,0,68.01,13.67,84.66,7.19,5
Mitchell Parker,487,87.61,1944.16,6.7,30,0,69.44,22.21,81.52,7.29,6
Brandon Williamson,256,88.34,2217.3,5.78,12,0,70.35,20.84,83.64,7.32,4
Hunter Brown,493,92.85,2173.73,6.6,26,0,69.92,17.02,82.06,6.85,5
Mitch Spence,519,87.22,2503.29,6.15,32,0,71.11,5.17,82.23,7.51,6
Bryan Woo,521,92.48,2266.79,6.53,33,0,69.4,22.1,85.15,6.91,6
Jordan Wicks,333,87.66,2148.47,6.36,10,0,68.99,18.88,81.96,6.96,4
Zebby Matthews,473,90.49,2256.19,6.45,27,0,69.15,21.69,84.82,7.2,6
