game_date,home_team,away_team,winner
2025-06-25,White Sox,D-backs,White Sox
2025-06-25,Brewers,Pirates,Brewers
2025-06-25,Angels,Red Sox,Angels
2025-06-25,Padres,Nationals,Padres
2025-06-25,Orioles,Rangers,Rangers
2025-06-25,Guardians,Blue Jays,Guardians
2025-06-25,Tigers,Athletics,Athletics
2025-06-25,Reds,Yankees,Yankees
2025-06-25,Mets,Braves,Mets
2025-06-25,Royals,Rays,Rays
2025-06-25,Twins,Mariners,Twins
2025-06-25,Cardinals,Cubs,Cubs
2025-06-25,Astros,Phillies,Astros
2025-06-25,Rockies,Dodgers,Dodgers
2025-06-25,Giants,Marlins,Marlins
