team,wins,losses,run_diff,streak,games_played,win_pct
NYY,41,19,105,W4,60,.683
BAL,37,19,75,W3,56,.661
BOS,30,29,26,W2,59,.508
TB,28,31,-54,L2,59,.475
TOR,27,30,-32,L1,57,.474
CLE,39,19,81,W2,58,.672
KC,35,25,73,L3,60,.583
MIN,32,26,5,L1,58,.552
DET,28,30,-2,L2,58,.483
CWS,15,44,-135,L10,59,.254
SEA,33,27,3,W2,60,.550
TEX,28,30,2,W1,58,.483
HOU,26,33,-6,W1,59,.441
OAK,24,36,-62,W1,60,.400
LAA,21,37,-51,L4,58,.362
PHI,41,18,100,W3,59,.695
ATL,32,24,38,L1,56,.571
WSH,26,31,-16,L2,57,.456
NYM,24,34,-40,L1,58,.414
MIA,21,38,-76,L1,59,.356
MIL,35,23,60,W4,58,.603
CHC,29,30,-9,W1,59,.492
STL,27,29,-42,L2,56,.482
PIT,27,31,-24,W1,58,.466
CIN,25,33,-10,L1,58,.431
LAD,37,23,82,W1,60,.617
SD,32,29,12,W2,61,.525
SF,29,30,-27,L3,59,.492
ARI,26,32,-1,W1,58,.448
COL,21,36,-75,L1,57,.368
