team,wins,losses,run_diff,streak,games_played,win_pct
NYY,89,64,132,L1,153,.582
BAL,85,68,73,W1,153,.556
BOS,76,77,-2,L1,153,.497
TB,75,78,-58,W1,153,.490
TOR,73,80,-51,W1,153,.477
CLE,89,65,81,W2,154,.578
KC,82,71,98,L4,153,.536
DET,80,73,40,W4,153,.523
MIN,80,73,34,L2,153,.523
CWS,36,117,-313,L2,153,.235
HOU,83,70,91,W1,153,.542
SEA,78,75,44,W1,153,.510
TEX,73,80,-60,L1,153,.477
OAK,67,86,-99,W2,153,.438
LAA,62,91,-134,L1,153,.405
PHI,91,62,114,L2,153,.595
NYM,85,68,88,W4,153,.556
ATL,83,70,85,W2,153,.542
WSH,68,85,-102,L4,153,.444
MIA,56,97,-219,L2,153,.366
MIL,88,65,131,L1,153,.575
CHC,78,75,64,W1,153,.510
STL,77,76,-57,L1,153,.503
CIN,74,80,5,L2,154,.481
PIT,72,81,-63,W1,153,.471
LAD,91,62,133,W2,153,.595
SD,87,66,90,W1,153,.569
ARI,85,68,97,W2,153,.556
SF,74,79,-19,L1,153,.484
COL,59,94,-223,L1,153,.386
