game_date,home_team,away_team,winner
2024-08-25,Braves,Nationals,Nationals
2024-08-25,Red Sox,D-backs,D-backs
2024-08-25,Yankees,Rockies,Yankees
2024-08-25,Pirates,Reds,Pirates
2024-08-25,Blue Jays,Angels,Blue Jays
2024-08-25,Guardians,Rangers,Guardians
2024-08-25,Marlins,Cubs,Marlins
2024-08-25,White Sox,Tigers,Tigers
2024-08-25,Royals,Phillies,Phillies
2024-08-25,Twins,Cardinals,Cardinals
2024-08-25,Dodgers,Rays,Dodgers
2024-08-25,Padres,Mets,Padres
2024-08-25,Mariners,Giants,Mariners
2024-08-25,Orioles,Astros,Astros
