game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct
2024-07-29,TOR,BAL,YARIEL RODRIGUEZ,ZACH EFLIN,470,87.31,2225.47,6.57,25,0,68.33,10.86,81.05,7.22,5,,,,,,,,,,,,82.7157879818594,72.04829343275772,6.961753722468008,85.74387686387685,69.001976346094,7.190294117647059,43,52,-90,L2,95,0.453,55,41,17,L2,96,0.573
2024-07-29,TOR,BAL,BOWDEN FRANCIS,CADE POVICH,320,87.48,2291.08,6.28,10,0,70.04,26.9,82.2,7.08,4,191.0,86.55,2173.46,6.84,7.0,0.0,71.35,26.59,83.7,7.22,5.0,82.7157879818594,72.04829343275772,6.961753722468008,85.74387686387685,69.001976346094,7.190294117647059,43,52,-90,L2,95,0.453,55,41,17,L2,96,0.573
2024-07-29,NYY,PHI,LUIS GIL,ZACK WHEELER,388,91.24,2409.96,7.14,27,0,69.27,20.89,81.5,6.98,4,457.0,93.06,2282.06,6.87,33.0,0.0,71.31,22.82,83.67,7.32,5.0,82.17708333333333,69.54778273809524,7.481770833333333,82.64920634920635,70.52479591836735,7.457431972789116,55,41,63,W1,96,0.573,53,43,111,L2,96,0.552
2024-07-29,CLE,DET,TANNER BIBEE,BEAU BRIESKE,260,92.06,2378.42,6.1,16,0,69.64,15.32,84.16,7.4,11,561.0,88.03,2424.32,6.58,26.0,0.0,68.31,23.06,81.01,6.97,6.0,85.92612121212122,71.35673992673992,7.262307692307692,81.94604166666666,68.71875624375625,7.13225024975025,59,38,87,L4,97,0.608,46,49,-45,W2,95,0.484
2024-07-29,MIN,NYM,SIMEON WOODS RICHARDSON,JOSE QUINTANA,475,84.79,2004.7,6.59,25,0,68.23,12.33,81.46,7.26,5,437.0,87.57,2278.28,6.79,22.0,0.0,70.42,24.02,81.96,7.14,5.0,85.51944444444446,70.33959183673468,7.26965367965368,82.94178571428571,69.67396825396825,7.187261904761905,55,42,45,L1,97,0.567,47,49,-8,L1,96,0.49
2024-07-29,CHC,CIN,JAMESON TAILLON,CARSON SPIERS,337,87.84,2321.19,6.68,20,0,69.69,21.37,82.74,7.19,4,434.0,87.09,2424.11,6.59,24.0,0.0,70.36,21.27,85.26,7.37,5.0,79.14583333333333,68.98210826210827,7.128050468050468,87.06607142857142,69.36420995670996,7.0229653679653685,50,47,31,W2,97,0.515,57,39,119,W2,96,0.594
2024-07-29,SEA,BOS,LOGAN GILBERT,NICK PIVETTA,469,87.68,2403.26,6.78,44,0,68.94,23.5,81.67,7.11,5,423.0,90.53,1822.14,7.58,34.0,0.0,67.71,13.34,82.69,7.27,5.0,84.36620634920635,70.36487445887447,7.277523809523809,81.31338095238095,67.136,7.086222222222221,53,45,61,W10,98,0.541,51,45,32,W3,96,0.531
2024-07-29,TEX,STL,NATHAN EOVALDI,ANDRE PALLANTE,381,91.92,2300.78,6.68,18,0,69.85,4.85,81.69,6.95,4,531.0,90.24,1986.82,6.57,32.0,0.0,69.93,9.6,84.2,7.19,6.0,84.78167989417989,73.97222222222221,7.461351611351611,80.72109607984608,68.85400432900433,6.831085257335257,51,46,17,W1,97,0.526,48,49,47,W1,97,0.495
2024-07-29,ATL,MIL,GRANT HOLMES,COLIN REA,447,88.96,2091.77,6.67,28,0,70.37,20.61,83.84,7.32,5,291.0,88.97,2600.27,5.94,24.0,0.0,69.29,15.37,82.12,7.48,7.0,77.37916666666666,66.07460317460317,7.191369047619047,85.72666666666667,74.14877344877345,7.25108225108225,56,40,81,W7,96,0.583,42,53,2,L1,95,0.442
2024-07-29,PIT,HOU,PAUL SKENES,TAYLER SCOTT,216,89.52,2180.31,5.73,17,0,69.06,28.33,81.87,7.13,11,513.0,92.42,2131.75,6.41,42.0,0.0,69.39,13.36,83.74,7.26,5.0,84.77209523809523,64.75159760874047,7.365924551638838,84.35666666666667,69.95,7.2225,56,40,56,L1,96,0.583,39,58,-53,W1,97,0.402
2024-07-29,KC,CWS,ALEC MARSH,CHRIS FLEXEN,567,85.54,2191.93,6.3,20,0,70.27,20.58,81.64,7.3,6,356.0,90.08,2411.64,6.18,19.0,0.0,69.44,13.9,81.01,7.37,5.0,87.65416666666667,67.8175,7.018611111111111,82.47860119047618,69.94118920295391,7.403116644385027,32,65,-98,L2,97,0.33,47,50,-28,W1,97,0.485
2024-07-29,WSH,ARI,MITCHELL PARKER,JORDAN MONTGOMERY,145,85.93,2070.69,6.65,3,0,68.92,10.06,83.15,7.61,2,372.0,88.24,2100.69,6.83,21.0,0.0,68.68,20.64,81.04,7.16,5.0,,,,86.97,67.7125,7.263541666666667,47,50,5,W1,97,0.485,38,58,-102,L4,96,0.396
