full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,560,88.17,2444.56,5.97,26,0,69.18,25.96,81.42,7.16,6
Yu Darvish,254,88.97,2437.66,6.62,15,0,68.89,15.45,80.92,7.44,3
Ross Stripling,460,87.3,2093.7,5.99,14,0,70.54,17.66,82.94,7.25,6
Miles Mikolas,515,87.42,2223.61,6.35,24,0,70.81,17.75,83.58,7.38,6
Kevin Gausman,492,89.71,2035.12,6.65,27,0,70.0,12.58,83.05,7.39,5
Seth Lugo,588,87.48,2625.75,6.01,45,0,70.13,12.95,83.35,7.19,6
Zach Eflin,516,86.4,2261.9,6.6,24,0,70.08,17.79,83.96,7.23,6
Walker Buehler,232,90.15,2345.83,6.5,13,0,68.57,13.42,80.58,6.94,3
Ty Blach,310,85.14,2082.57,5.14,10,0,70.05,16.58,83.52,7.03,6
Luis Severino,479,92.27,2195.74,6.28,23,0,69.11,15.57,81.46,7.06,5
Brad Keller,326,88.41,2194.31,5.97,13,0,70.04,5.02,83.45,7.44,5
Bailey Ober,539,86.81,2145.64,7.16,38,0,69.75,20.92,80.45,7.44,6
Jack Flaherty,585,87.76,2319.07,6.7,51,0,69.97,10.84,82.3,7.5,6
Luis Gil,575,93.09,2284.85,6.72,42,0,70.15,22.63,82.3,7.19,6
Bailey Falter,394,88.44,1993.46,7.41,19,0,71.27,19.24,87.54,6.98,5
Patrick Sandoval,581,85.92,2147.18,6.23,35,0,69.22,15.68,80.61,7.45,6
Braxton Garrett,170,86.07,2106.02,6.68,12,0,68.92,11.95,81.95,7.37,2
Zac Gallen,426,88.31,2234.08,6.61,29,0,70.05,12.72,85.04,7.3,5
Graham Ashcraft,562,93.33,2520.71,5.54,20,0,69.62,13.93,83.75,7.03,6
MacKenzie Gore,565,92.04,2258.77,7.02,31,0,69.44,20.42,81.06,7.05,6
Bryse Wilson,405,89.76,2179.66,6.57,19,0,70.16,16.73,86.36,7.3,6
Logan Allen,525,86.14,1925.92,6.35,26,0,70.27,20.41,84.46,7.32,6
Kutter Crawford,564,87.16,2317.51,6.09,33,0,71.06,20.14,80.79,7.35,6
Grayson Rodriguez,265,90.17,2203.7,7.18,16,0,69.73,18.65,82.19,7.36,3
Shota Imanaga,555,87.39,1987.05,6.34,42,0,70.34,20.77,80.2,7.4,6
Kyle Harrison,525,89.07,2122.38,6.61,30,0,70.38,17.08,81.69,7.03,6
Bryce Elder,328,87.48,2137.15,5.95,16,0,69.36,12.17,83.39,7.25,4
