game_date,home_team,away_team,winner
2024-07-12,Tigers,Dodgers,Dodgers
2024-07-12,Rays,Guardians,Rays
2024-07-12,Orioles,Yankees,Yankees
2024-07-12,Red Sox,Royals,Royals
2024-07-12,Reds,Marlins,Reds
2024-07-12,Mets,Rockies,Mets
2024-07-12,White Sox,Pirates,Pirates
2024-07-12,Astros,Rangers,Astros
2024-07-12,Brewers,Nationals,Nationals
2024-07-12,Cardinals,Cubs,Cubs
2024-07-12,Angels,Mariners,Angels
2024-07-12,D-backs,Blue Jays,D-backs
2024-07-12,Padres,Braves,Braves
2024-07-12,Giants,Twins,Giants
