full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,257,88.94,2446.3,6.11,14,0,69.13,25.95,85.23,7.1,3
Marcus Stroman,74,87.07,2426.64,5.88,1,0,71.84,15.96,81.61,7.3,1
Jameson Taillon,529,86.81,2392.87,6.7,23,0,69.01,25.9,83.17,7.27,6
Frankie Montas,166,91.48,2246.42,6.08,10,0,70.55,21.23,84.41,7.16,2
Cal Quantrill,523,89.16,2071.61,6.37,25,0,69.08,18.21,83.64,7.16,6
Walker Buehler,529,90.55,2307.09,6.52,23,0,71.4,19.09,83.83,7.22,6
Luis Severino,597,90.58,2291.03,6.24,17,0,70.4,19.39,82.2,7.07,6
Eric Lauer,405,86.96,2211.06,6.02,25,0,70.41,22.1,81.02,7.11,6
Lou Trivino,232,89.79,2208.71,6.35,8,0,69.39,21.76,77.79,7.28,13
Kris Bubic,469,87.73,2354.75,6.82,31,0,69.12,18.77,83.9,7.1,5
Stephen Kolek,516,90.01,2255.19,6.33,23,0,70.64,17.85,83.39,7.02,6
Chris Paddack,534,88.51,2075.64,6.93,23,0,69.83,20.59,83.2,7.09,6
Framber Valdez,558,87.88,2444.32,5.88,44,0,68.85,-3.02,83.98,7.41,6
Dean Kremer,488,86.69,2026.42,6.04,34,0,71.08,19.15,81.4,7.46,6
Nick Lodolo,532,89.27,2277.95,6.2,29,0,69.83,15.33,82.73,7.28,6
Tarik Skubal,575,92.86,2161.73,6.51,46,0,69.09,20.83,80.1,7.15,6
Matthew Liberatore,519,88.76,2376.36,6.41,25,0,70.1,17.52,85.99,7.2,6
Logan Allen,496,85.81,1975.48,6.27,24,0,69.56,15.07,81.55,7.2,6
Taj Bradley,438,91.79,2236.19,6.32,25,0,69.43,9.82,84.02,7.01,6
Spencer Strider,545,90.18,2295.75,6.99,42,0,68.51,18.54,85.32,7.32,6
Mitchell Parker,492,88.94,2089.23,6.85,22,0,69.96,19.76,87.09,7.16,6
Mike Burrows,403,89.37,2230.31,6.39,29,0,70.72,22.84,86.07,7.34,6
Jack Leiter,533,92.17,2342.9,6.83,27,0,70.9,23.88,86.85,7.19,6
Jonathan Cannon,154,88.59,2258.47,6.27,9,0,69.93,28.22,81.2,7.33,2
Jack Kochanowicz,449,93.09,2282.9,6.45,21,0,70.76,13.15,86.27,7.34,6
Chad Patrick,558,90.61,2334.62,6.17,42,0,69.91,25.74,81.25,7.18,6
