game_date,home_team,away_team,winner
2024-09-14,Yankees,Red Sox,Red Sox
2024-09-14,Pirates,Royals,Royals
2024-09-14,Blue Jays,Cardinals,Blue Jays
2024-09-14,Phillies,Mets,Phillies
2024-09-14,Nationals,Marlins,Nationals
2024-09-14,Guardians,Rays,Guardians
2024-09-14,Tigers,Orioles,Orioles
2024-09-14,Twins,Reds,Reds
2024-09-14,Braves,Dodgers,Braves
2024-09-14,D-backs,Brewers,Brewers
2024-09-14,Rockies,Cubs,Rockies
2024-09-14,Giants,Padres,Padres
2024-09-14,Angels,Astros,Astros
2024-09-14,Mariners,Rangers,Mariners
