full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Nathan Eovaldi,485,90.17,1961.46,6.56,32,0,69.83,12.54,81.19,7.17,5
Sonny Gray,567,87.79,2515.91,6.58,40,0,68.09,13.55,82.71,7.27,6
Aaron Civale,439,87.38,2512.52,5.67,22,0,69.49,22.5,82.2,7.11,5
David Peterson,543,88.7,2099.71,7.05,27,0,69.35,11.46,83.14,6.97,6
Brady Singer,586,88.05,2386.06,7.06,36,0,69.41,13.03,80.94,7.31,6
Ryne Nelson,585,91.26,2216.83,6.71,42,0,69.27,20.09,83.03,7.01,6
Bowden Francis,449,87.8,1974.3,6.79,39,0,69.44,27.18,82.32,7.04,6
Keider Montero,522,89.47,2352.83,6.35,27,0,69.78,17.28,82.28,7.06,6
Bobby Miller,273,91.13,2347.84,6.84,13,0,67.79,20.14,87.02,7.18,3
Kutter Crawford,506,86.72,2354.37,6.14,22,0,69.44,26.22,81.23,7.25,6
Valente Bellozo,493,83.34,2298.87,5.99,22,0,70.76,32.06,85.7,7.28,6
Nick Nastrini,98,86.31,2281.51,6.5,3,0,67.08,20.48,80.47,7.62,1
Hunter Brown,600,92.78,2212.09,6.6,36,0,69.35,19.19,79.6,6.81,6
Jack Kochanowicz,325,93.62,2194.89,6.47,7,0,69.74,4.98,85.96,6.94,4
Bradley Blalock,351,88.55,2052.7,6.44,14,0,70.3,20.77,84.62,7.16,4
Julian Aguiar,226,87.75,1942.77,5.99,7,0,71.4,26.53,84.94,7.16,3
Cade Povich,260,85.92,2236.69,6.33,12,0,70.18,24.48,84.04,7.37,3
Hayden Birdsong,401,89.24,2245.62,6.56,22,0,69.58,18.68,83.45,7.24,5
