full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Kyle Gibson,479,86.18,2205.8,6.92,25,0,69.96,17.07,82.11,7.49,5
Alex Cobb,162,90.17,1887.28,5.95,4,0,71.26,6.47,85.37,7.26,2
Tyler Anderson,490,84.75,2118.43,6.06,36,0,70.6,24.1,80.25,7.42,5
Robbie Ray,410,90.52,2237.77,6.12,30,0,68.83,18.19,82.17,7.16,5
Jameson Taillon,448,86.48,2414.24,6.63,21,0,69.82,17.27,83.55,7.34,5
Frankie Montas,467,92.44,2267.97,6.02,27,0,69.62,19.27,82.97,7.15,5
Walker Buehler,87,89.93,2175.99,6.56,3,0,68.55,21.81,78.31,6.94,1
Dane Dunning,288,86.69,2100.67,6.92,9,0,69.43,14.34,82.26,7.16,6
Zack Littell,435,87.34,1853.18,6.19,22,0,70.34,22.72,81.76,7.36,5
Grant Holmes,429,89.4,2531.66,5.95,33,0,68.76,14.78,83.77,7.34,6
Tanner Houck,468,87.88,2298.25,5.94,14,0,70.29,0.73,83.44,7.36,5
Mitch Keller,435,89.69,2507.72,6.45,19,0,69.57,21.12,83.25,7.07,5
Jordan Montgomery,396,86.09,2063.26,6.7,18,0,69.33,11.24,83.53,7.59,5
David Peterson,434,89.04,2092.65,7.04,24,0,68.92,11.47,83.24,7.01,5
Davis Martin,302,87.81,2495.56,6.47,17,0,69.67,22.88,82.27,7.24,4
Tyler Phillips,410,87.75,2237.54,6.37,15,0,70.37,10.22,83.12,7.34,5
Dean Kremer,477,88.04,2052.7,6.17,20,0,68.74,21.36,82.32,7.19,5
Edward Cabrera,536,92.49,2038.74,6.69,28,0,71.25,10.58,84.37,7.39,6
Cole Ragans,516,88.98,2454.17,6.19,33,0,70.34,19.15,80.4,7.44,5
Ronel Blanco,449,88.28,2065.3,6.75,30,0,70.31,20.71,80.94,7.61,5
Joey Estes,398,86.29,2318.27,6.0,17,0,70.14,30.4,81.79,7.24,5
Tanner Gordon,298,88.46,2137.22,6.37,16,0,69.68,24.67,80.76,7.18,4
Louis Varland,183,91.85,2128.51,7.02,7,0,69.56,16.53,83.93,7.01,2
DJ Herz,394,90.23,2308.13,6.72,27,0,69.12,21.78,81.89,7.03,5
Beau Brieske,232,92.3,2404.13,6.06,16,0,69.99,19.76,81.87,7.18,9
Bryan Woo,408,91.73,2225.51,6.62,27,0,69.17,15.54,81.5,6.84,5
Will Warren,284,89.36,2500.01,6.72,17,0,70.49,17.56,82.39,7.29,3
