full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,471,86.69,2256.82,6.28,29,0,69.04,25.25,81.58,7.25,6
Clayton Kershaw,72,85.83,2304.94,6.14,6,0,70.34,22.67,92.8,7.42,1
Chris Sale,481,87.9,2211.65,6.38,42,0,69.32,16.59,79.81,7.31,5
Ross Stripling,77,86.02,2144.81,6.06,3,0,67.78,21.17,82.6,7.12,1
Patrick Corbin,471,84.69,2189.34,6.74,25,0,69.8,10.06,82.88,7.63,5
Chris Bassitt,490,86.82,2152.27,6.43,28,0,69.43,21.45,80.73,6.93,5
Luis Severino,448,92.27,2248.24,6.47,23,0,69.93,16.86,81.09,7.03,5
Dylan Cease,606,91.49,2703.12,6.33,52,0,67.09,18.23,80.51,7.24,6
Logan Webb,471,89.1,2038.69,7.03,24,0,69.21,8.59,82.74,6.99,5
Tyler Holton,281,87.18,2249.9,6.46,14,0,68.52,12.58,81.63,7.21,13
Gavin Williams,446,91.05,2317.24,7.21,23,0,68.26,20.58,83.17,6.94,5
Corbin Burnes,476,89.61,2688.33,6.57,27,0,68.8,12.8,82.22,7.38,5
Kenny Rosenberg,229,85.56,2050.49,5.73,8,0,71.47,21.79,83.59,7.18,3
Taj Bradley,457,92.15,2064.0,6.49,36,0,69.31,19.02,82.98,7.07,5
Jonathan Cannon,456,89.14,2166.99,6.07,15,0,70.04,16.59,83.96,7.09,5
