mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
514888,josé altuve,HOU,86.6,72.02,8.12,12,0,0,17.0,68.0,426.0,0.28,0.46
542303,marcell ozuna,ATL,81.8,69.95,7.43,16,0,1,13.0,90.0,396.0,0.24,0.39
543760,marcus semien,TEX,86.74,69.04,7.44,15,0,0,13.0,80.0,429.0,0.23,0.36
553993,eugenio suárez,AZ,75.6,70.93,7.58,21,0,2,36.0,111.0,421.0,0.25,0.59
572233,christian walker,HOU,100.0,73.85,7.58,12,0,1,13.0,114.0,412.0,0.23,0.38
573262,mike yastrzemski,SF,95.6,71.05,7.4,8,0,1,8.0,82.0,358.0,0.24,0.36
592206,nick castellanos,PHI,83.53,71.33,7.34,20,0,1,13.0,85.0,421.0,0.27,0.43
592518,manny machado,SD,81.39,74.54,8.04,14,0,1,19.0,76.0,443.0,0.29,0.49
593428,xander bogaerts,SD,86.88,63.82,6.86,14,1,0,6.0,65.0,414.0,0.27,0.38
605137,josh bell,WSH,76.62,71.22,8.15,16,0,1,13.0,59.0,348.0,0.22,0.39
607208,trea turner,PHI,89.04,70.22,7.38,17,0,0,11.0,75.0,455.0,0.3,0.44
621493,taylor ward,LAA,81.73,70.7,7.7,16,0,1,23.0,119.0,442.0,0.23,0.48
621566,matt olson,ATL,83.84,71.23,7.18,12,0,0,18.0,106.0,453.0,0.26,0.47
641857,ryan mcmahon,COL,81.94,71.94,7.12,20,0,2,16.0,127.0,401.0,0.22,0.4
650333,luis arráez,SD,85.76,66.66,6.2,13,0,0,5.0,12.0,428.0,0.29,0.4
650489,willi castro,MIN,84.56,64.25,6.8,15,0,1,10.0,81.0,323.0,0.25,0.42
650490,yandy díaz,TB,80.92,69.88,7.22,16,0,2,17.0,61.0,436.0,0.29,0.47
656941,kyle schwarber,PHI,83.15,73.34,7.21,14,0,3,36.0,121.0,458.0,0.26,0.58
660821,jesús sánchez,MIA,82.9,73.0,7.6,4,0,0,9.0,67.0,321.0,0.26,0.42
663616,trevor larnach,MIN,78.0,73.88,7.93,15,0,3,13.0,86.0,384.0,0.24,0.4
663697,jonathan india,KC,70.08,70.44,7.02,24,0,1,4.0,68.0,411.0,0.24,0.34
663728,cal raleigh,SEA,96.02,74.9,7.88,17,1,2,39.0,113.0,448.0,0.26,0.61
663993,nathaniel lowe,WSH,94.2,71.65,7.18,10,0,0,15.0,118.0,428.0,0.22,0.39
664034,ty france,MIN,90.87,73.25,7.4,5,1,0,6.0,60.0,374.0,0.25,0.36
664040,brandon lowe,TB,81.6,74.13,6.94,13,0,1,19.0,89.0,350.0,0.27,0.48
665161,jeremy peña,HOU,97.07,75.96,7.5,9,0,0,11.0,55.0,350.0,0.32,0.49
666176,jo adell,LAA,77.73,76.35,7.5,17,0,2,21.0,89.0,359.0,0.24,0.47
666969,adolis garcía,TEX,93.02,73.94,7.89,18,1,1,14.0,104.0,399.0,0.23,0.4
667670,brent rooker,ATH,92.88,74.98,7.37,15,2,3,21.0,104.0,460.0,0.27,0.5
668715,spencer steer,CIN,89.48,71.76,7.07,16,0,2,11.0,87.0,377.0,0.25,0.39
668804,bryan reynolds,PIT,88.48,71.8,6.27,14,0,0,10.0,114.0,420.0,0.23,0.38
669065,kyle stowers,MIA,93.22,67.94,6.77,15,0,1,23.0,105.0,376.0,0.3,0.57
669364,xavier edwards,MIA,58.98,58.3,6.44,13,0,1,1.0,57.0,388.0,0.29,0.36
669701,josh smith,TEX,95.92,66.45,6.38,9,0,1,8.0,59.0,361.0,0.27,0.41
669911,michael toglia,COL,84.34,73.48,7.28,18,1,0,10.0,124.0,324.0,0.19,0.35
670770,tj friedl,CIN,83.69,70.16,6.5,19,0,0,10.0,69.0,445.0,0.27,0.4
671218,heliot ramos,SF,98.82,77.0,7.2,7,0,0,14.0,105.0,445.0,0.27,0.43
671732,lawrence butler,ATH,82.76,71.37,6.8,16,0,0,14.0,125.0,437.0,0.24,0.42
672640,otto lopez,MIA,76.53,71.36,6.64,15,0,0,11.0,50.0,359.0,0.25,0.4
672695,geraldo perdomo,AZ,79.62,63.22,6.42,24,0,1,10.0,51.0,457.0,0.28,0.43
673237,yainer diaz,HOU,76.15,72.31,6.92,16,0,1,13.0,64.0,369.0,0.25,0.4
677594,julio rodríguez,SEA,78.15,76.35,7.99,28,1,0,17.0,105.0,466.0,0.26,0.43
679529,spencer torkelson,DET,81.13,74.55,7.2,12,0,1,23.0,99.0,415.0,0.24,0.5
681082,bryson stott,PHI,82.74,65.78,6.3,16,1,1,7.0,61.0,367.0,0.23,0.34
682829,elly de la cruz,CIN,57.2,79.1,7.87,9,0,2,18.0,108.0,447.0,0.28,0.49
682985,riley greene,DET,72.0,76.36,7.41,20,0,2,25.0,138.0,426.0,0.28,0.52
686668,brenton doyle,COL,85.75,66.76,7.41,15,0,2,7.0,89.0,344.0,0.22,0.33
687263,zach neto,LAA,90.32,71.84,7.0,12,0,0,15.0,93.0,369.0,0.28,0.47
687597,jordan beck,COL,77.03,73.64,7.86,19,0,3,11.0,103.0,367.0,0.28,0.46
691406,junior caminero,TB,84.03,71.45,8.1,11,0,1,26.0,82.0,415.0,0.26,0.52
694384,nolan schanuel,LAA,70.84,62.35,6.0,14,0,2,8.0,52.0,431.0,0.28,0.4
