full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Jose Quintana,571,86.5,1976.97,6.43,22,0,67.39,18.62,79.75,6.99,6
Kyle Gibson,549,86.86,2194.87,6.92,32,0,69.57,12.75,83.25,7.47,6
Fernando Cruz,219,87.52,1775.3,6.85,22,0,68.19,20.05,86.18,7.37,11
Merrill Kelly,365,88.58,2377.19,6.06,12,0,71.8,15.82,85.51,7.57,4
Tyler Anderson,568,84.7,2130.75,6.1,26,0,70.41,19.39,82.55,7.49,6
Zack Wheeler,582,91.37,2429.73,7.12,44,0,69.44,20.17,80.92,7.06,6
Yusei Kikuchi,585,90.57,2274.76,6.94,47,0,70.53,16.93,82.57,7.17,6
Frankie Montas,574,93.21,2317.59,6.03,32,0,70.76,17.19,83.34,7.18,6
Nick Pivetta,340,87.63,2412.52,6.77,19,0,69.3,27.14,82.75,7.2,4
Max Fried,549,87.33,2272.69,6.57,35,0,69.42,6.61,80.99,7.09,6
Ryan Feltner,268,89.23,2254.73,6.49,11,0,70.13,17.57,84.96,6.95,4
Davis Martin,502,87.91,2458.97,6.43,29,0,69.79,18.62,82.15,7.25,6
Dean Kremer,541,87.67,2053.13,6.17,25,0,69.14,22.18,80.85,7.27,6
Edward Cabrera,576,92.85,2056.35,6.69,27,0,70.53,12.02,84.4,7.26,6
Javier Assad,529,86.69,2054.75,6.57,20,0,69.07,19.65,81.99,7.04,6
Cole Ragans,593,88.81,2461.48,6.16,44,0,70.1,17.79,80.67,7.41,6
Shane Baz,438,91.18,2336.73,6.56,22,0,70.05,21.05,84.62,7.23,5
Tarik Skubal,543,92.15,2036.09,6.34,47,0,68.3,19.19,82.6,6.97,6
Cody Bradford,533,84.79,2008.77,7.12,33,0,69.46,23.04,80.58,7.09,6
Joey Estes,522,86.65,2266.41,5.97,30,0,69.47,30.97,81.59,7.16,6
DJ Herz,508,89.51,2288.13,6.68,35,0,70.75,20.31,80.48,7.28,6
Bryan Woo,515,92.15,2232.93,6.56,34,0,68.99,18.7,83.37,6.81,6
Gavin Stone,508,91.09,2066.4,6.61,34,0,69.44,15.02,83.72,7.26,6
Mason Black,74,88.47,2248.05,7.09,5,0,68.02,23.96,79.78,6.84,1
Will Warren,339,89.62,2539.18,6.76,20,0,70.4,14.23,84.41,7.33,4
Zebby Matthews,324,90.89,2249.49,6.46,18,0,69.75,22.43,85.03,7.18,4
