team,wins,losses,run_diff,streak,games_played,win_pct
NYY,3,0,9,W3,3,1.000
BAL,2,0,17,W2,2,1.000
TB,2,1,4,W2,3,.667
BOS,1,2,0,L2,3,.333
TOR,1,2,-4,L2,3,.333
CLE,3,0,19,W3,3,1.000
DET,2,0,2,W2,2,1.000
MIN,2,0,7,W2,2,1.000
CWS,0,2,-2,L2,2,.000
KC,0,2,-7,L2,2,.000
TEX,2,0,10,W2,2,1.000
SEA,2,1,0,W2,3,.667
LAA,0,2,-17,L2,2,.000
HOU,0,3,-9,L3,3,.000
OAK,0,3,-19,L3,3,.000
ATL,2,0,14,W2,2,1.000
WSH,1,1,-5,W1,2,.500
NYM,0,2,-3,L2,2,.000
PHI,0,2,-14,L2,2,.000
MIA,0,3,-12,L3,3,.000
PIT,3,0,12,W3,3,1.000
MIL,2,0,3,W2,2,1.000
CIN,1,1,5,L1,2,.500
STL,1,2,-8,W1,3,.333
CHC,0,2,-10,L2,2,.000
ARI,2,1,14,L1,3,.667
SF,2,1,6,W2,3,.667
LAD,3,2,7,L1,5,.600
SD,2,3,-5,L2,5,.400
COL,1,2,-14,W1,3,.333
