full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,367,88.09,2448.36,6.03,15,0,68.57,24.41,81.84,7.12,4
Ross Stripling,519,87.39,2079.27,6.03,20,0,69.78,20.06,81.33,7.2,6
Miles Mikolas,505,86.99,2222.12,6.33,23,0,70.51,18.69,84.03,7.33,6
Trevor Williams,472,84.61,2054.92,6.89,24,0,69.92,17.86,81.4,7.17,6
Frankie Montas,265,90.87,2176.65,5.92,12,0,70.02,22.77,78.89,7.13,4
Colin Rea,507,88.0,2154.18,6.58,23,0,72.0,17.99,84.04,7.23,6
Seth Lugo,569,87.83,2597.25,6.14,29,0,69.71,13.72,82.91,7.1,6
Zach Eflin,502,86.51,2268.89,6.64,29,0,70.04,16.13,83.67,7.25,6
Kenta Maeda,376,84.51,2080.79,6.06,17,0,69.51,16.96,82.53,7.46,5
Dakota Hudson,526,86.75,2224.97,6.18,18,0,68.55,7.75,81.91,7.3,6
Bailey Ober,496,86.67,2143.99,7.21,34,0,70.15,21.29,81.65,7.52,6
Michael Soroka,507,87.1,2469.67,5.99,18,0,70.23,15.15,81.26,7.29,6
Luis Gil,580,93.11,2300.56,6.71,39,0,69.84,23.66,81.63,7.17,6
Patrick Sandoval,581,86.75,2139.02,6.24,36,0,69.92,17.37,80.79,7.44,6
Edward Cabrera,414,90.48,2145.51,6.72,31,0,68.84,8.71,79.27,7.53,5
Zac Gallen,440,88.09,2244.57,6.74,32,0,69.62,13.34,83.12,7.5,5
Corbin Burnes,573,90.04,2682.39,6.55,33,0,70.11,6.23,81.69,7.56,6
Logan Allen,517,86.5,1999.35,6.33,24,0,69.8,20.04,84.31,7.24,6
Emerson Hancock,486,90.61,2254.88,6.51,22,0,71.37,18.82,83.79,7.29,6
Kutter Crawford,542,86.72,2279.17,6.08,34,0,70.78,18.79,81.42,7.36,6
Quinn Priester,341,88.28,2190.38,6.38,12,0,70.98,4.69,83.55,7.42,4
Shota Imanaga,502,87.81,2027.37,6.38,34,0,70.05,23.09,81.61,7.3,6
Kyle Harrison,526,89.69,2133.77,6.72,31,0,69.72,19.24,82.72,6.95,6
Yoshinobu Yamamoto,478,89.1,2022.38,6.61,32,0,69.4,6.33,83.08,7.18,5
