game_date,home_team,away_team,winner
2024-07-21,Twins,Brewers,Brewers
2024-07-21,Braves,Cardinals,Cardinals
2024-07-21,Yankees,Rays,Rays
2024-07-21,Pirates,Phillies,Phillies
2024-07-21,Nationals,Reds,Nationals
2024-07-21,Blue Jays,Tigers,Blue Jays
2024-07-21,Guardians,Padres,Padres
2024-07-21,Marlins,Mets,Marlins
2024-07-21,Royals,White Sox,Royals
2024-07-21,Cubs,D-backs,Cubs
2024-07-21,Rangers,Orioles,Rangers
2024-07-21,Rockies,Giants,Giants
2024-07-21,Mariners,Astros,Mariners
2024-07-21,Dodgers,Red Sox,Dodgers
