team,wins,losses,run_diff,streak,games_played,win_pct
NYY,42,27,105,L2,69,.609
TB,38,32,53,W2,70,.543
TOR,38,32,-5,L2,70,.543
BOS,36,36,20,W4,72,.500
BAL,29,40,-82,W2,69,.420
DET,46,26,84,L1,72,.639
MIN,36,34,8,L3,70,.514
CLE,35,34,-20,L2,69,.507
KC,34,37,-27,L5,71,.479
CWS,23,48,-61,L4,71,.324
HOU,40,30,38,W4,70,.571
SEA,35,34,-8,W2,69,.507
TEX,35,36,26,W3,71,.493
LAA,33,36,-53,L2,69,.478
Athletics,28,44,-114,W2,72,.389
NYM,45,26,89,L2,71,.634
PHI,41,29,26,W3,70,.586
ATL,31,38,21,W3,69,.449
WSH,30,40,-61,L7,70,.429
MIA,27,41,-90,W2,68,.397
CHC,43,28,104,W1,71,.606
MIL,38,34,20,L1,72,.528
STL,37,34,19,W1,71,.521
CIN,36,35,37,W1,71,.507
PIT,29,43,-53,L1,72,.403
LAD,42,29,70,W1,71,.592
SF,41,30,46,L1,71,.577
SD,38,31,19,L3,69,.551
ARI,36,34,1,W5,70,.514
COL,13,57,-212,L2,70,.186
