team,wins,losses,run_diff,streak,games_played,win_pct
NYY,52,28,109,L1,80,.650
BAL,49,28,111,L3,77,.636
BOS,42,36,48,W2,78,.538
TB,38,40,-62,W1,78,.487
TOR,35,42,-50,L6,77,.455
CLE,49,26,104,W5,75,.653
MIN,43,35,25,W2,78,.551
KC,42,37,42,L3,79,.532
DET,36,41,-6,W1,77,.468
CWS,21,58,-164,L1,79,.266
SEA,45,35,17,L1,80,.563
HOU,38,40,21,W5,78,.487
TEX,37,40,-2,W4,77,.481
LAA,30,46,-81,L1,76,.395
OAK,29,51,-97,L2,80,.363
PHI,51,26,114,W2,77,.662
ATL,43,32,50,W1,75,.573
WSH,38,39,-9,W1,77,.494
NYM,37,39,-1,W1,76,.487
MIA,27,50,-121,W1,77,.351
MIL,45,33,63,W1,78,.577
STL,39,37,-31,W3,76,.513
PIT,37,40,-33,L1,77,.481
CHC,37,41,-20,L1,78,.474
CIN,36,41,9,L2,77,.468
LAD,48,31,112,W1,79,.608
SD,41,41,14,L1,82,.500
ARI,38,40,-4,L2,78,.487
SF,36,42,-34,L5,78,.462
COL,27,51,-124,L1,78,.346
