team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,85.395,71.04083333333332,7.1850000000000005
BAL,82.76761904761905,69.83209647495362,7.1220006184291895
BOS,71.29444444444444,68.8547619047619,7.115079365079365
CHC,80.65398466117216,69.18877029220779,6.869176136363636
CIN,84.62708333333333,70.15091991341991,7.179166666666666
CLE,84.76033333333334,68.40486111111112,7.097916666666666
COL,86.65998677248677,70.01083994708995,7.272784391534391
CWS,82.92544642857143,66.67442307692308,7.312692307692308
DET,82.65607142857142,69.81333333333333,6.958690476190476
HOU,80.84023809523809,69.15767006802722,7.454291383219954
KC,81.49857142857142,69.41695526695527,7.244660894660894
LAA,86.14246031746033,67.76226851851851,6.9192129629629635
LAD,80.12107142857143,66.50166666666667,7.072596153846154
MIA,77.14791666666667,66.45619047619047,6.5928273809523805
MIL,82.49314285714286,68.9047380952381,7.310142857142857
MIN,82.86666666666666,69.65130735930737,7.126995670995671
NYM,84.81384353741497,70.24435168006596,7.360046897546897
NYY,89.55619047619048,71.36857142857143,7.839999999999999
PHI,87.97880952380953,71.8552380952381,7.359404761904762
PIT,79.60561904761906,67.47666666666666,7.5571666666666655
SD,81.26845238095238,69.68921296296297,6.977083333333333
SEA,82.66111111111111,71.53297052154196,7.24859410430839
SF,84.78154761904761,71.6463906926407,7.166801948051948
STL,88.49019841269842,69.73652777777778,6.987638888888888
TB,80.26652777777777,69.87675925925926,7.182962962962963
TEX,81.74366666666667,67.4438152958153,6.977157287157287
TOR,80.23939393939393,66.8131105006105,6.916101953601953
WSH,85.24166666666667,73.25319444444445,7.205555555555556
