team,wins,losses,run_diff,streak,games_played,win_pct
BAL,25,12,55,W2,37,.676
NYY,26,14,55,W1,40,.650
BOS,19,19,30,L3,38,.500
TB,19,20,-33,L2,39,.487
TOR,17,21,-45,L1,38,.447
CLE,24,15,37,L2,39,.615
MIN,23,15,25,W3,38,.605
KC,24,16,53,W3,40,.600
DET,19,19,3,L2,38,.500
CWS,11,28,-85,W3,39,.282
TEX,22,18,27,L1,40,.550
SEA,21,18,9,W1,39,.538
OAK,18,22,-35,L2,40,.450
HOU,14,24,-28,W2,38,.368
LAA,14,25,-41,L2,39,.359
PHI,27,12,58,W1,39,.692
ATL,23,12,43,W3,35,.657
WSH,19,18,-4,W1,37,.514
NYM,18,19,3,L1,37,.486
MIA,10,30,-85,L4,40,.250
MIL,23,15,34,W2,38,.605
CHC,23,16,18,W1,39,.590
CIN,17,21,0,W1,38,.447
PIT,17,22,-27,L3,39,.436
STL,15,23,-50,L6,38,.395
LAD,26,14,73,L1,40,.650
SD,21,20,17,W2,41,.512
ARI,18,21,11,L1,39,.462
SF,17,23,-44,L2,40,.425
COL,10,28,-74,W2,38,.263
