full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Colin Rea,501,88.55,2105.44,6.58,23,0,70.94,15.23,82.81,7.37,6
Erick Fedde,570,89.27,2050.24,6.67,33,0,69.16,15.62,82.45,7.09,6
Seth Lugo,611,87.19,2639.69,5.96,39,0,70.23,10.89,81.64,7.29,6
Dakota Hudson,508,85.8,2228.06,6.19,16,0,70.85,8.27,85.66,7.45,6
Dylan Cease,601,90.73,2664.41,6.24,41,0,69.18,22.18,82.67,7.34,6
Chris Paddack,534,87.26,2095.43,6.92,30,0,69.2,16.39,84.12,7.16,6
Corbin Burnes,570,91.04,2714.83,6.54,35,0,68.74,8.8,81.01,7.42,6
Logan Gilbert,543,90.54,1822.3,7.59,30,0,69.77,12.01,85.09,7.23,6
Spencer Arrighetti,535,86.86,2408.89,7.2,36,0,69.78,16.3,81.15,7.26,6
Joey Estes,504,87.89,2408.92,5.95,28,0,70.02,32.46,82.87,7.25,6
Ryan Pepiot,336,91.44,2456.82,6.69,27,0,69.8,27.16,83.99,7.05,4
Kyle Harrison,549,88.77,2120.29,6.65,28,0,71.11,16.85,82.82,7.23,6
