team,wins,losses,run_diff,streak,games_played,win_pct
NYY,84,62,124,W1,146,.575
BAL,83,64,84,L1,147,.565
BOS,74,72,3,W1,146,.507
TB,71,75,-62,L3,146,.486
TOR,69,78,-55,L1,147,.469
CLE,84,62,79,W3,146,.575
KC,80,67,95,L1,147,.544
MIN,78,68,41,W2,146,.534
DET,75,71,36,W4,146,.514
CWS,33,114,-311,L3,147,.224
HOU,77,68,85,L3,145,.531
SEA,74,72,45,W1,146,.507
TEX,70,76,-55,L2,146,.479
OAK,64,82,-92,W2,146,.438
LAA,60,86,-128,L2,146,.411
PHI,88,58,124,W3,146,.603
NYM,80,66,59,W1,146,.548
ATL,79,67,71,L1,146,.541
WSH,65,80,-85,W1,145,.448
MIA,54,92,-197,L3,146,.370
MIL,83,62,124,L1,145,.572
CHC,75,71,60,L1,146,.514
STL,73,72,-65,W1,145,.503
CIN,71,76,20,L1,147,.483
PIT,70,76,-45,W4,146,.479
LAD,87,59,112,W1,146,.596
ARI,82,64,102,W3,146,.562
SD,82,65,71,L1,147,.558
SF,72,74,-12,W1,146,.493
COL,54,92,-228,L2,146,.370
