full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Clayton Kershaw,476,84.38,2368.67,6.56,26,0,71.51,11.08,86.19,7.68,6
Michael Lorenzen,425,88.06,2325.24,5.9,21,0,70.68,17.08,84.52,7.3,5
Kevin Gausman,480,89.43,2036.83,6.73,29,0,69.97,18.67,81.16,7.32,5
Austin Gomber,234,82.84,1943.12,6.67,5,0,71.24,19.97,82.35,7.56,3
Jeffrey Springs,545,85.18,1980.89,6.26,28,0,69.68,21.06,81.9,7.46,6
Dietrich Enns,77,87.62,1774.77,6.29,4,0,67.35,16.32,76.57,6.58,1
Griffin Canning,485,90.1,2219.18,5.91,23,0,69.97,12.71,84.52,7.32,6
Grant Holmes,547,89.28,2648.54,6.0,48,0,69.05,17.1,82.37,7.33,6
Shane Baz,555,91.4,2480.28,6.37,34,0,70.57,16.15,85.01,7.14,6
Andre Pallante,522,90.69,2401.32,6.52,25,0,69.45,4.63,82.9,7.06,6
Janson Junk,385,88.74,2358.08,6.58,22,0,69.42,19.74,83.06,7.02,6
Emerson Hancock,502,91.53,2228.01,6.1,24,0,69.77,19.95,83.07,7.03,6
Tanner Bibee,595,87.53,2444.39,6.58,39,0,68.83,13.45,81.57,7.32,6
Simeon Woods Richardson,328,87.11,2246.1,6.77,17,0,70.09,21.25,84.11,7.27,4
Shota Imanaga,77,87.5,2129.35,6.17,3,0,72.07,32.38,80.77,7.57,1
Hunter Brown,563,92.89,2249.3,6.67,47,0,69.21,11.59,81.26,7.01,6
Hayden Birdsong,446,90.57,2320.63,6.56,21,0,69.98,20.95,83.28,7.0,5
