game_date,home_team,away_team,winner
2025-06-11,Pirates,Marlins,Pirates
2025-06-11,Phillies,Cubs,Phillies
2025-06-11,Guardians,Reds,Guardians
2025-06-11,Brewers,Braves,Braves
2025-06-11,Cardinals,Blue Jays,Blue Jays
2025-06-11,D-backs,Mariners,D-backs
2025-06-11,Angels,Athletics,Angels
2025-06-11,Padres,Dodgers,Dodgers
2025-06-11,Orioles,Tigers,Orioles
2025-06-11,Red Sox,Rays,Red Sox
2025-06-11,Mets,Nationals,Mets
2025-06-11,Royals,Yankees,Yankees
2025-06-11,Twins,Rangers,Twins
2025-06-11,Astros,White Sox,Astros
2025-06-11,Rockies,Giants,Giants
