team,wins,losses,run_diff,streak,games_played,win_pct
NYY,83,62,123,L1,145,.572
BAL,83,63,86,W1,146,.568
BOS,73,72,1,L1,145,.503
TB,71,74,-61,L2,145,.490
TOR,69,77,-51,W1,146,.473
CLE,83,62,77,W2,145,.572
KC,80,66,96,W1,146,.548
MIN,77,68,39,W1,145,.531
DET,74,71,33,W3,145,.510
CWS,33,113,-309,L2,146,.226
HOU,77,67,86,L2,144,.535
SEA,73,72,42,L1,145,.503
TEX,70,75,-45,L1,145,.483
OAK,63,82,-93,W1,145,.434
LAA,60,85,-126,L1,145,.414
PHI,87,58,123,W2,145,.600
ATL,79,66,75,W1,145,.545
NYM,79,66,55,L1,145,.545
WSH,64,80,-89,L2,144,.444
MIA,54,91,-195,L2,145,.372
MIL,83,61,135,W1,144,.576
CHC,75,70,62,W3,145,.517
STL,72,72,-66,L2,144,.500
CIN,71,75,21,W3,146,.486
PIT,69,76,-47,W3,145,.476
LAD,86,59,110,L2,145,.593
SD,82,64,74,W1,146,.562
ARI,81,64,92,W2,145,.559
SF,71,74,-23,L1,145,.490
COL,54,91,-225,L1,145,.372
