mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,87.38,72.54,7.2,20,0,0,9.0,78.0,371.0,0.25,0.38
514888,josé altuve,HOU,88.02,63.5,8.0,7,0,0,17.0,68.0,426.0,0.28,0.46
518692,freddie freeman,LAD,76.86,66.6,6.53,17,0,1,10.0,86.0,384.0,0.3,0.47
527038,wilmer flores,SF,65.25,57.84,6.97,14,0,1,12.0,65.0,363.0,0.24,0.38
542303,marcell ozuna,ATL,99.85,73.5,7.51,20,0,1,13.0,90.0,396.0,0.24,0.39
543807,george springer,TOR,82.46,66.98,7.37,27,0,0,17.0,73.0,393.0,0.29,0.5
553993,eugenio suárez,AZ,81.43,72.3,7.63,17,1,1,36.0,111.0,421.0,0.25,0.59
572233,christian walker,HOU,100.7,67.93,6.47,10,0,1,13.0,114.0,412.0,0.23,0.38
573262,mike yastrzemski,SF,87.11,71.65,7.31,20,1,0,8.0,82.0,358.0,0.24,0.36
592206,nick castellanos,PHI,88.65,75.43,8.23,11,0,2,13.0,85.0,421.0,0.27,0.43
592450,aaron judge,NYY,91.0,74.96,8.66,17,0,1,37.0,120.0,459.0,0.34,0.71
592885,christian yelich,MIL,93.75,73.42,7.62,11,0,1,19.0,112.0,412.0,0.26,0.44
596019,francisco lindor,NYM,87.63,74.82,8.2,13,0,0,20.0,85.0,462.0,0.25,0.44
605137,josh bell,WSH,77.45,67.86,8.05,21,0,2,13.0,59.0,348.0,0.22,0.39
606192,teoscar hernández,LAD,75.82,71.26,8.26,19,0,1,15.0,80.0,335.0,0.25,0.46
607043,brandon nimmo,NYM,81.9,71.03,6.77,16,0,2,19.0,81.0,414.0,0.26,0.47
607208,trea turner,PHI,89.67,74.04,8.01,16,1,0,11.0,75.0,455.0,0.3,0.44
621020,dansby swanson,CHC,94.24,66.62,6.88,13,1,1,16.0,115.0,426.0,0.25,0.42
621493,taylor ward,LAA,92.6,60.75,6.85,16,0,2,23.0,119.0,442.0,0.23,0.48
621566,matt olson,ATL,80.01,74.12,7.26,22,0,0,18.0,106.0,453.0,0.26,0.47
624413,pete alonso,NYM,72.22,73.06,7.26,15,0,0,22.0,105.0,450.0,0.27,0.51
641857,ryan mcmahon,COL,80.48,70.85,7.56,19,0,1,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,75.59,73.46,7.81,19,0,3,15.0,113.0,438.0,0.23,0.4
645277,ozzie albies,ATL,82.28,68.77,7.26,11,0,1,9.0,68.0,432.0,0.22,0.33
646240,rafael devers,SF,80.82,71.11,7.17,16,0,2,19.0,120.0,474.0,0.26,0.48
650402,gleyber torres,DET,86.2,70.33,7.17,17,0,1,9.0,51.0,392.0,0.28,0.41
650490,yandy díaz,TB,99.17,69.9,8.0,16,0,1,17.0,61.0,436.0,0.29,0.47
656716,zach mckinstry,DET,95.3,71.32,6.98,17,0,0,8.0,73.0,356.0,0.27,0.44
656775,cedric mullins,BAL,77.1,72.63,7.63,12,0,1,13.0,83.0,335.0,0.22,0.4
656941,kyle schwarber,PHI,92.38,70.5,7.92,18,1,1,36.0,121.0,458.0,0.26,0.58
660271,shohei ohtani,LAD,83.08,75.26,8.36,16,0,2,37.0,121.0,470.0,0.27,0.62
660821,jesús sánchez,MIA,92.45,69.7,6.87,14,0,1,9.0,67.0,321.0,0.26,0.42
661388,william contreras,MIL,80.75,68.66,7.46,18,0,2,6.0,80.0,422.0,0.24,0.34
663538,nico hoerner,CHC,80.18,68.92,7.15,19,0,0,3.0,30.0,407.0,0.29,0.37
663586,austin riley,ATL,88.94,74.15,7.18,15,0,2,14.0,114.0,412.0,0.27,0.44
663647,ke'bryan hayes,PIT,81.66,73.12,6.94,9,0,0,2.0,79.0,377.0,0.24,0.3
663697,jonathan india,KC,87.15,73.68,7.68,16,0,0,4.0,68.0,411.0,0.24,0.34
663728,cal raleigh,SEA,96.96,75.7,8.03,8,2,0,39.0,113.0,448.0,0.26,0.61
663757,trent grisham,NYY,74.53,64.49,7.16,16,0,1,17.0,72.0,336.0,0.25,0.46
664023,ian happ,CHC,80.35,69.58,6.41,18,0,2,13.0,95.0,429.0,0.22,0.37
664034,ty france,MIN,86.6,72.16,8.09,14,0,0,6.0,60.0,374.0,0.25,0.36
664040,brandon lowe,TB,82.59,67.96,7.1,19,0,0,19.0,89.0,350.0,0.27,0.48
664761,alec bohm,PHI,93.87,71.82,7.1,15,0,1,8.0,62.0,383.0,0.28,0.39
665161,jeremy peña,HOU,84.1,72.17,7.5,8,0,0,11.0,55.0,350.0,0.32,0.49
665742,juan soto,NYM,95.43,70.07,7.29,18,1,1,24.0,85.0,453.0,0.26,0.5
666158,gavin lux,CIN,88.4,69.65,7.5,6,1,0,4.0,79.0,332.0,0.27,0.38
666176,jo adell,LAA,66.8,76.3,7.0,3,0,0,21.0,89.0,359.0,0.24,0.47
667670,brent rooker,ATH,81.28,71.42,6.98,18,0,1,21.0,104.0,460.0,0.27,0.5
668227,randy arozarena,SEA,82.48,72.9,7.64,16,1,1,19.0,122.0,444.0,0.25,0.47
668715,spencer steer,CIN,80.55,72.28,7.1,23,0,1,11.0,87.0,377.0,0.25,0.39
668804,bryan reynolds,PIT,89.17,64.7,6.66,10,0,1,10.0,114.0,420.0,0.23,0.38
668930,brice turang,MIL,84.53,60.06,5.97,24,0,2,6.0,90.0,420.0,0.28,0.37
669257,will smith,LAD,73.26,66.53,6.71,19,0,3,14.0,58.0,326.0,0.32,0.55
669364,xavier edwards,MIA,83.18,62.12,6.4,18,0,0,1.0,57.0,388.0,0.29,0.36
669911,michael toglia,COL,95.07,75.88,8.7,13,1,1,10.0,124.0,324.0,0.19,0.35
670623,isaac paredes,HOU,66.93,66.45,8.68,19,0,2,19.0,67.0,409.0,0.26,0.47
671218,heliot ramos,SF,78.4,73.73,7.07,18,1,1,14.0,105.0,445.0,0.27,0.43
671732,lawrence butler,ATH,76.0,77.93,7.61,24,0,2,14.0,125.0,437.0,0.24,0.42
672695,geraldo perdomo,AZ,86.75,62.83,6.37,11,0,0,10.0,51.0,457.0,0.28,0.43
673237,yainer diaz,HOU,74.88,69.45,7.67,15,0,1,13.0,64.0,369.0,0.25,0.4
673548,seiya suzuki,CHC,87.36,73.24,7.06,16,0,0,26.0,114.0,434.0,0.25,0.53
676391,ernie clement,TOR,88.85,66.4,6.57,13,0,0,5.0,36.0,378.0,0.28,0.39
677594,julio rodríguez,SEA,87.4,73.09,7.84,14,0,0,17.0,105.0,466.0,0.26,0.43
678246,miguel vargas,CWS,84.53,70.95,7.72,8,0,1,12.0,70.0,413.0,0.23,0.41
678882,ceddanne rafaela,BOS,83.94,66.24,7.44,9,0,0,14.0,69.0,369.0,0.27,0.46
680757,steven kwan,CLE,93.2,64.2,6.3,7,0,0,8.0,35.0,424.0,0.29,0.41
680776,jarren duran,BOS,80.95,71.57,7.12,20,0,2,9.0,113.0,463.0,0.25,0.43
681082,bryson stott,PHI,82.77,67.46,6.76,12,0,1,7.0,61.0,367.0,0.23,0.34
681624,andy pages,LAD,89.57,66.15,7.72,14,0,1,19.0,84.0,404.0,0.29,0.49
682657,angel martínez,CLE,79.97,69.6,7.16,16,0,0,9.0,67.0,317.0,0.25,0.41
682928,cj abrams,WSH,65.52,66.99,7.52,20,0,2,13.0,67.0,394.0,0.27,0.47
682985,riley greene,DET,81.21,73.51,7.15,14,0,1,25.0,138.0,426.0,0.28,0.52
683002,gunnar henderson,BAL,74.55,77.29,6.9,13,0,1,11.0,93.0,401.0,0.28,0.45
683011,anthony volpe,NYY,80.9,70.99,7.2,22,0,1,14.0,95.0,410.0,0.21,0.41
683737,michael busch,CHC,76.26,67.55,6.97,24,0,0,20.0,85.0,366.0,0.28,0.53
686217,sal frelick,MIL,76.9,67.4,7.07,11,0,1,7.0,49.0,385.0,0.29,0.4
686668,brenton doyle,COL,85.27,69.1,7.45,18,0,2,7.0,89.0,344.0,0.22,0.33
687263,zach neto,LAA,77.98,68.38,6.68,12,0,1,15.0,93.0,369.0,0.28,0.47
691718,pete crow-armstrong,CHC,69.99,62.4,6.6,17,0,1,27.0,99.0,425.0,0.27,0.56
694384,nolan schanuel,LAA,82.78,63.19,5.91,19,0,0,8.0,52.0,431.0,0.28,0.4
695578,james wood,WSH,80.92,70.17,7.11,19,0,1,24.0,127.0,450.0,0.27,0.51
700250,ben rice,NYY,85.38,72.32,7.38,18,0,1,15.0,66.0,321.0,0.24,0.47
