team,wins,losses,run_diff,streak,games_played,win_pct
NYY,79,57,128,L1,136,.581
BAL,78,59,82,L1,137,.569
BOS,70,66,11,L1,136,.515
TB,67,68,-64,W1,135,.496
TOR,67,71,-51,W1,138,.486
CLE,77,59,67,L1,136,.566
KC,75,62,98,L4,137,.547
MIN,73,62,50,L1,135,.541
DET,69,68,14,W1,137,.504
CWS,31,106,-289,L9,137,.226
HOU,74,62,84,W4,136,.544
SEA,69,67,25,L1,136,.507
TEX,64,72,-47,W1,136,.471
OAK,59,77,-71,L1,136,.434
LAA,56,80,-128,W1,136,.412
PHI,80,56,109,W1,136,.588
ATL,74,62,62,L1,136,.544
NYM,72,64,39,W3,136,.529
WSH,61,75,-62,L2,136,.449
MIA,50,86,-187,W1,136,.368
MIL,80,56,134,W5,136,.588
CHC,70,66,39,W5,136,.515
STL,68,68,-59,W1,136,.500
CIN,64,73,10,L3,137,.467
PIT,63,72,-45,W1,135,.467
LAD,82,54,123,W4,136,.603
ARI,76,60,86,L3,136,.559
SD,77,61,66,L1,138,.558
SF,68,69,-18,L1,137,.496
COL,51,86,-206,W1,137,.372
