game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct
2024-09-20,WSH,CHC,TREVOR WILLIAMS,JAMESON TAILLON,537.0,86.94,2430.66,6.59,27.0,0.0,70.63,20.47,84.09,7.28,6.0,66.0,83.73,2137.3,6.71,7.0,0.0,69.07,35.04,79.77,7.32,1.0,85.64687271062272,68.38094246031746,6.995198412698413,86.03777777777778,71.4811111111111,7.398888888888888,57.0,39.0,119.0,W2,96.0,0.594,38,58,-102,L4,96,0.396
2024-09-20,PIT,CIN,MITCH KELLER,NICK MARTINEZ,,,,,,,,,,,,449.0,88.35,2517.04,6.49,26.0,0.0,68.4,18.15,84.54,7.0,5.0,79.97563492063492,71.49777777777777,7.296444444444444,80.54357142857144,69.06525510204082,7.125272108843538,50.0,47.0,31.0,W2,97.0,0.515,39,58,-53,W1,97,0.402
2024-09-20,TOR,TB,JOSE BERRIOS,TYLER ALEXANDER,369.0,85.33,2205.22,6.2,16.0,0.0,69.29,28.45,82.06,7.0,6.0,,,,,,,,,,,,83.87194444444445,69.13626743626743,7.462079124579124,81.49380952380952,69.31927083333333,6.997916666666667,50.0,47.0,61.0,L4,97.0,0.515,55,41,17,L2,96,0.573
2024-09-20,DET,BAL,TYLER HOLTON,CORBIN BURNES,558.0,89.95,2726.83,6.5,28.0,0.0,68.23,8.21,82.13,7.39,6.0,296.0,86.95,2258.25,6.47,16.0,0.0,70.3,13.07,82.08,7.3,15.0,77.14722222222223,73.30972222222222,7.338690476190476,84.37159863945578,69.75294784580498,7.05796485260771,43.0,52.0,-90.0,L2,95.0,0.453,59,38,87,L4,97,0.608
2024-09-20,PHI,NYM,CRISTOPHER SANCHEZ,DAVID PETERSON,512.0,88.36,2125.79,7.04,29.0,0.0,69.69,14.5,82.65,7.09,6.0,,,,,,,,,,,,87.42,73.322,7.361333333333333,84.16561224489796,71.85869047619047,7.7386904761904765,55.0,42.0,45.0,L1,97.0,0.567,55,41,63,W1,96,0.573
2024-09-20,ATL,MIA,CHARLIE MORTON,VALENTE BELLOZO,514.0,82.25,2308.69,5.95,15.0,0.0,70.37,25.02,82.35,7.24,6.0,,,,,,,,,,,,80.15031746031745,68.45442460317462,6.950595238095239,84.47785714285715,69.04800144300144,6.867893217893217,44.0,51.0,-55.0,W2,95.0,0.463,42,53,2,L1,95,0.442
2024-09-20,MIN,BOS,DAVID FESTA,RICHARD FITTS,236.0,89.47,2330.81,6.55,7.0,0.0,69.62,20.38,82.34,7.07,3.0,494.0,89.97,2295.8,6.88,33.0,0.0,70.24,18.56,83.72,7.42,6.0,77.93994444444445,70.66749999999999,7.19680808080808,82.1771978021978,70.24702635327634,7.047591297591298,53.0,45.0,61.0,W10,98.0,0.541,47,49,-8,L1,96,0.49
2024-09-20,SEA,TEX,GEORGE KIRBY,JACOB DEGROM,119.0,93.07,2539.78,6.77,9.0,0.0,69.04,24.67,82.81,7.35,2.0,529.0,92.27,2219.47,6.51,25.0,0.0,68.5,24.42,83.19,6.76,6.0,80.84034090909091,67.46107804232804,6.835284391534391,85.62547619047619,70.3494476010101,7.1853323412698415,48.0,49.0,47.0,W1,97.0,0.495,51,45,32,W3,96,0.531
2024-09-20,ARI,MIL,ZAC GALLEN,COLIN REA,439.0,88.7,2064.26,6.59,20.0,0.0,70.17,20.48,83.34,7.12,6.0,587.0,89.08,2248.21,6.59,43.0,0.0,68.95,13.57,82.08,7.29,6.0,81.29912698412699,67.4399433106576,7.174773242630385,,,,56.0,40.0,81.0,W7,96.0,0.583,47,50,5,W1,97,0.485
2024-09-20,SF,KC,MASON BLACK,MICHAEL WACHA,559.0,86.84,1943.43,6.74,35.0,0.0,68.69,22.08,81.34,7.2,6.0,330.0,90.17,2191.74,6.91,17.0,0.0,67.97,26.53,81.5,6.75,4.0,84.00694444444444,68.4875992063492,6.887804232804233,87.33130952380952,67.62097222222222,6.887797619047618,47.0,50.0,-28.0,W1,97.0,0.485,52,45,17,L2,97,0.536
