full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Merrill Kelly,234,89.38,2354.56,6.03,23,0,67.47,21.2,82.02,7.15,4
Nathan Eovaldi,191,90.12,2014.73,6.7,14,0,69.73,7.71,80.23,7.41,3
Ross Stripling,258,86.42,2100.12,6.11,15,0,70.51,21.1,81.83,7.26,4
Zack Wheeler,308,90.0,2334.2,7.11,22,0,66.14,17.02,81.4,7.34,4
Trevor Williams,142,85.22,1969.84,6.67,14,0,71.49,12.94,84.53,7.29,3
Frankie Montas,181,89.93,2118.19,5.98,20,0,70.27,17.58,83.33,7.56,4
Nick Pivetta,253,87.1,2445.25,6.65,27,0,68.92,17.84,81.07,7.07,4
Chris Bassitt,342,85.92,2116.02,6.37,17,0,71.6,15.32,83.94,7.59,4
Adrian Houser,64,89.08,2123.55,6.62,6,0,,35.05,83.61,,1
Joe Musgrove,232,86.46,2576.71,5.94,11,0,68.61,16.39,85.45,7.48,3
Joe Ross,73,89.87,2053.63,6.7,11,0,69.46,17.4,77.7,7.33,2
Tyler Glasnow,258,93.05,2615.07,7.29,15,0,67.92,13.76,82.93,7.11,3
Dominic Leone,22,91.96,2256.59,6.66,2,0,,12.7,91.99,,5
Cal Quantrill,178,88.03,1912.38,6.51,9,0,69.19,17.45,83.85,7.0,4
Aaron Civale,173,86.34,2617.24,5.65,20,0,69.2,25.39,83.39,7.31,3
Mitch Keller,221,89.12,2477.31,6.51,11,0,69.02,17.31,82.37,6.78,3
Casey Mize,141,90.04,2100.24,7.0,10,0,,18.23,82.19,,2
Patrick Sandoval,230,88.41,2133.53,6.02,14,0,64.07,8.32,80.06,6.77,3
Chris Paddack,82,87.33,2106.53,7.0,7,0,67.19,6.5,76.54,7.06,2
Cristian Javier,268,84.73,2453.15,6.0,13,0,65.42,27.0,79.35,7.23,4
Cole Ragans,281,90.54,2410.95,6.17,27,0,71.05,2.26,81.55,7.41,4
Zack Thompson,252,85.1,1822.62,6.87,11,0,69.3,17.85,82.55,7.16,3
Corbin Burnes,182,89.81,2785.86,6.62,20,0,69.38,14.75,84.55,7.56,4
George Kirby,171,90.02,2014.63,6.75,20,0,65.03,20.25,83.29,6.63,4
Logan Allen,175,85.26,1866.41,6.49,17,0,69.44,5.52,81.76,7.16,4
Spencer Strider,90,90.56,2323.44,6.95,21,0,,22.96,81.85,,3
Luke Little,70,93.39,2255.2,7.34,5,0,66.05,9.53,84.41,6.4,6
Kyle Harrison,163,90.91,2148.96,6.82,20,0,69.23,23.38,84.59,6.87,4
