team,wins,losses,run_diff,streak,games_played,win_pct
NYY,93,68,145,L2,161,.578
BAL,90,71,83,W2,161,.559
BOS,80,81,2,L3,161,.497
TB,80,81,-57,W2,161,.497
TOR,74,87,-70,L2,161,.460
CLE,92,69,87,L2,161,.571
DET,86,75,44,L1,161,.534
KC,85,76,89,L2,161,.528
MIN,82,79,11,L3,161,.509
CWS,40,121,-310,W1,161,.248
HOU,88,73,91,W2,161,.547
SEA,84,77,67,W3,161,.522
TEX,77,84,-63,W2,161,.478
OAK,69,92,-119,L2,161,.429
LAA,63,98,-154,L5,161,.391
PHI,94,67,110,L2,161,.584
ATL,88,71,97,W5,159,.553
NYM,87,72,68,L3,159,.547
WSH,71,90,-101,W2,161,.441
MIA,61,100,-206,W3,161,.379
MIL,93,68,141,W3,161,.578
CHC,83,78,70,W2,161,.516
STL,82,79,-52,L1,161,.509
CIN,76,85,2,L5,161,.472
PIT,76,85,-72,W2,161,.472
LAD,97,64,155,W4,161,.602
SD,93,68,100,W2,161,.578
ARI,88,73,89,L2,161,.547
SF,80,81,-1,W1,161,.497
COL,61,100,-246,L2,161,.379
