team,wins,losses,run_diff,streak,games_played,win_pct
NYY,78,56,126,L2,134,.582
BAL,77,58,82,L2,135,.570
BOS,69,65,10,L1,134,.515
TB,66,67,-63,L1,133,.496
TOR,66,70,-64,W1,136,.485
CLE,76,58,68,W1,134,.567
KC,75,60,102,L2,135,.556
MIN,72,61,63,L4,133,.541
DET,68,67,15,L1,135,.504
CWS,31,104,-283,L7,135,.230
HOU,72,62,80,W2,134,.537
SEA,68,66,22,W1,134,.507
TEX,63,71,-41,W3,134,.470
OAK,58,76,-77,L1,134,.433
LAA,55,79,-125,W1,134,.410
PHI,79,55,111,W1,134,.590
ATL,73,61,60,L1,134,.545
NYM,70,64,33,W1,134,.522
WSH,61,73,-59,W2,134,.455
MIA,49,85,-186,W1,134,.366
MIL,77,56,118,W2,133,.579
CHC,68,66,36,W3,134,.507
STL,67,67,-57,W2,134,.500
CIN,64,70,26,W1,134,.478
PIT,62,71,-46,L3,133,.466
LAD,80,54,120,W2,134,.597
ARI,76,58,89,L1,134,.567
SD,76,60,65,L2,136,.559
SF,67,68,-19,L2,135,.496
COL,50,85,-206,L1,135,.370
