team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,81.39787414965986,69.27086270871985,6.904551638837353
BAL,83.68166666666666,69.61497732426304,6.954671201814059
BOS,83.0325,71.12892857142857,7.389577922077922
CHC,84.87833333333333,68.83809523809525,7.3
CIN,82.27333333333334,70.27485260770975,7.77517006802721
CLE,77.91742857142857,66.27301587301588,6.831619047619047
COL,87.24541666666666,68.86583333333334,6.9975000000000005
CWS,83.68666666666667,68.16055555555556,6.990833333333333
DET,86.43166666666667,70.25967261904762,6.895535714285714
HOU,77.25831043956043,69.3754329004329,7.403282828282827
KC,82.78098214285714,68.92703373015873,7.277876984126984
LAA,81.45347222222222,68.68188775510204,6.630918367346938
LAD,80.6125,70.55441666666667,7.412166666666667
MIA,81.13333333333333,63.774867724867725,6.089682539682539
MIL,92.57194444444444,68.30907407407408,7.201574074074074
MIN,81.76322916666666,70.90396825396826,7.162936507936508
NYM,85.78410714285714,71.41569444444444,7.724027777777778
NYY,82.46269345238096,68.3872282925408,7.328451028138528
PHI,79.4725,69.78725198412698,7.482470238095238
PIT,80.47409391534391,72.56318662818664,7.008508898508899
SD,80.61714285714285,69.04121315192744,7.280187074829932
SEA,84.6766975308642,69.21345238095238,7.2026322751322756
SF,80.96138461538462,73.40912030075188,7.443330827067669
STL,84.24595959595959,70.73112674362675,7.359638047138048
TB,82.78416666666666,69.41444444444444,6.984444444444445
TEX,88.29857142857142,71.61732954545454,7.1945075757575765
TOR,81.38969696969697,67.60685897435897,7.093311965811966
WSH,86.17025641025641,72.03148484848484,7.438878787878788
