team,wins,losses,run_diff,streak,games_played,win_pct
NYY,91,64,144,W2,155,.587
BAL,86,69,77,L1,155,.555
TB,77,78,-56,W3,155,.497
BOS,76,78,-4,L2,154,.494
TOR,73,82,-53,L2,155,.471
CLE,90,66,84,L1,156,.577
KC,82,73,88,L6,155,.529
MIN,81,73,36,W1,154,.526
DET,81,74,36,W1,155,.523
CWS,36,119,-318,L4,155,.232
HOU,85,70,99,W3,155,.548
SEA,80,75,54,W3,155,.516
TEX,73,82,-70,L3,155,.471
OAK,67,88,-111,L2,155,.432
LAA,62,93,-142,L3,155,.400
PHI,92,63,121,L1,155,.594
NYM,86,69,81,W1,155,.555
ATL,84,71,88,W1,155,.542
WSH,69,86,-100,W1,155,.445
MIA,57,98,-222,L1,155,.368
MIL,88,67,123,L3,155,.568
CHC,79,76,62,L1,155,.510
STL,78,77,-60,W1,155,.503
CIN,76,80,16,W2,156,.487
PIT,72,83,-74,L2,155,.465
LAD,92,63,132,L1,155,.594
SD,89,66,95,W3,155,.574
ARI,87,68,105,W4,155,.561
SF,76,79,-9,W2,155,.490
COL,60,95,-222,W1,155,.387
