full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Chris Sale,493,86.76,2188.11,6.36,43,0,67.53,15.36,80.56,7.32,5
Sonny Gray,544,88.12,2571.06,6.65,48,0,69.6,9.27,83.57,7.21,6
Joe Mantiply,125,84.31,2123.42,6.34,8,0,70.74,-3.54,81.78,7.34,12
Marcus Stroman,557,87.18,2409.63,5.8,29,0,71.02,10.54,83.73,7.4,6
Ben Lively,536,85.66,1980.47,7.01,31,0,69.88,22.43,83.11,7.09,6
Joe Ross,437,91.0,2027.21,6.7,21,0,71.27,19.28,84.55,7.34,6
Erick Fedde,565,89.11,2026.63,6.64,33,0,69.31,19.17,82.43,7.09,6
Michael Wacha,550,86.91,1921.17,6.71,26,0,67.94,17.08,82.98,7.21,6
Dylan Cease,584,90.76,2696.22,6.26,46,0,69.88,18.5,80.89,7.43,6
Tanner Houck,586,87.44,2212.56,5.93,34,0,69.42,1.78,83.84,7.24,6
Tylor Megill,86,90.91,2007.23,7.45,7,0,69.05,16.97,81.97,7.11,1
Framber Valdez,448,88.84,2310.0,5.71,24,0,70.2,-2.45,87.38,7.21,5
Dean Kremer,473,88.6,2159.53,6.14,32,0,69.53,21.6,82.13,7.2,5
Logan Gilbert,564,90.54,1878.01,7.63,33,0,69.63,12.54,82.5,7.32,6
Taj Bradley,268,91.41,2180.98,6.57,23,0,69.84,18.52,85.48,7.12,3
Reid Detmers,545,87.84,2094.73,5.95,29,0,68.94,22.67,83.83,7.27,6
Ryan Weathers,570,90.79,2213.83,5.77,24,0,69.91,13.31,83.99,7.17,6
Mitchell Parker,491,87.31,1929.11,6.89,28,0,68.99,15.13,83.78,7.25,6
Reese Olson,520,88.86,2354.46,5.87,29,0,70.28,12.95,85.59,7.51,6
Yoshinobu Yamamoto,472,89.79,2043.27,6.63,31,0,70.11,7.26,83.21,7.17,5
