team,wins,losses,run_diff,streak,games_played,win_pct
NYY,88,63,132,W2,151,.583
BAL,84,67,73,L2,151,.556
BOS,75,76,-1,L2,151,.497
TB,74,77,-59,W1,151,.490
TOR,72,79,-53,L1,151,.477
CLE,87,65,79,L1,152,.572
KC,82,70,100,L3,152,.539
MIN,80,71,36,W1,151,.530
DET,79,73,38,W3,152,.520
CWS,36,116,-312,L1,152,.237
HOU,82,69,93,W1,151,.543
SEA,77,74,44,L1,151,.510
TEX,72,79,-58,W1,151,.477
OAK,66,86,-101,W1,152,.434
LAA,61,90,-133,W1,151,.404
PHI,91,60,119,W1,151,.603
NYM,83,68,74,W2,151,.550
ATL,81,70,67,L3,151,.536
WSH,68,83,-91,L2,151,.450
MIA,56,95,-199,W1,151,.371
MIL,87,64,134,L1,151,.576
CHC,77,74,65,L1,151,.510
STL,76,75,-61,W2,151,.503
CIN,74,78,23,W1,152,.487
PIT,71,80,-59,L2,151,.470
LAD,89,62,113,L1,151,.589
SD,86,66,86,L1,152,.566
ARI,83,68,88,L2,151,.550
SF,73,78,-19,W1,151,.483
COL,59,93,-218,W2,152,.388
