full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,499,86.29,2068.48,6.6,23,0,71.03,7.45,82.96,7.5,6
Kyle Gibson,558,87.01,2178.85,6.93,29,0,70.26,7.8,83.24,7.47,6
Yu Darvish,309,86.49,2344.21,6.63,15,0,69.63,17.23,83.71,7.52,4
Tyler Anderson,559,84.68,2098.29,6.15,27,0,69.77,24.83,81.01,7.43,6
Steven Matz,501,89.57,2219.39,6.48,17,0,68.96,20.01,81.13,6.89,6
Jon Gray,553,90.32,2161.18,6.7,34,0,69.92,17.26,81.65,7.44,7
Spencer Turnbull,532,87.43,2520.67,6.22,36,0,69.47,12.84,82.07,7.23,6
Alex Wood,540,86.45,1918.01,6.08,26,0,69.31,19.04,83.48,7.08,6
Sean Manaea,547,87.99,1950.67,7.19,30,0,69.38,19.05,82.01,7.21,6
Tyler Alexander,481,83.93,2198.33,6.24,23,0,71.52,23.79,81.64,7.18,6
Freddy Peralta,435,88.64,2387.61,6.85,36,0,69.46,21.23,82.08,7.23,5
Michael Soroka,496,87.0,2457.58,6.02,16,0,70.74,15.97,82.65,7.33,6
Jack Flaherty,568,87.48,2329.22,6.68,50,0,70.08,14.14,81.67,7.5,6
Mitch Keller,565,90.05,2491.36,6.44,36,0,69.2,18.08,84.66,7.01,6
Logan Webb,576,88.51,1916.62,7.02,25,0,69.53,3.59,84.4,7.19,6
Ryan Feltner,548,90.44,2289.31,6.38,32,0,68.01,15.54,80.42,7.01,6
Dean Kremer,546,88.11,2150.51,6.23,31,0,70.65,19.55,82.8,7.23,6
Javier Assad,530,88.06,1994.33,6.55,27,0,67.88,21.16,81.32,6.88,6
Cole Ragans,529,91.11,2427.78,6.13,37,0,70.0,15.79,81.58,7.18,6
Matt Manning,271,88.41,2251.61,6.7,17,0,68.82,33.26,79.55,7.09,3
MacKenzie Gore,568,91.89,2231.7,7.11,38,0,69.3,20.28,80.23,7.01,6
Brandon Hughes,17,90.14,2430.47,6.35,2,0,67.82,36.33,77.78,7.04,1
Simeon Woods Richardson,255,87.22,2276.97,6.85,13,0,69.9,22.52,82.51,7.17,3
Cooper Criswell,289,83.55,2062.57,6.89,11,0,69.5,12.2,83.22,7.22,4
Hunter Brown,389,90.99,2218.98,6.65,17,0,69.33,15.83,85.41,7.04,5
Landon Knack,233,87.29,2398.56,5.87,11,0,71.13,24.69,86.85,7.32,3
