team,wins,losses,run_diff,streak,games_played,win_pct
BAL,26,12,56,W3,38,.684
NYY,26,15,50,L1,41,.634
BOS,20,19,32,W1,39,.513
TB,20,20,-28,W1,40,.500
TOR,18,21,-43,W1,39,.462
CLE,24,16,35,L3,40,.600
MIN,23,16,23,L1,39,.590
KC,24,17,47,L1,41,.585
DET,20,19,9,W1,39,.513
CWS,12,28,-83,W4,40,.300
TEX,22,19,22,L2,41,.537
SEA,21,19,2,L1,40,.525
OAK,19,22,-28,W1,41,.463
LAA,15,25,-35,W1,40,.375
HOU,14,25,-34,L1,39,.359
PHI,28,12,63,W2,40,.700
ATL,24,12,46,W4,36,.667
WSH,19,19,-6,L1,38,.500
NYM,18,20,0,L2,38,.474
MIA,10,31,-90,L5,41,.244
MIL,24,15,36,W3,39,.615
CHC,23,17,17,L1,40,.575
PIT,18,22,-26,W1,40,.450
CIN,17,22,-4,L1,39,.436
STL,15,24,-52,L7,39,.385
LAD,27,14,78,W1,41,.659
SD,21,21,12,L1,42,.500
ARI,18,22,10,L2,40,.450
SF,18,23,-40,W1,41,.439
COL,11,28,-69,W3,39,.282
