full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Zack Wheeler,578,91.88,2386.6,7.18,31,0,69.72,19.35,80.67,7.06,6
Miles Mikolas,498,88.68,2230.23,6.36,27,0,71.16,16.53,82.32,7.24,6
James Paxton,369,88.49,2021.44,6.53,12,0,68.45,19.54,81.3,6.96,5
Marcus Stroman,549,86.63,2392.3,5.7,18,0,71.28,12.49,84.12,7.38,6
Yusei Kikuchi,520,90.45,2228.09,6.96,30,0,71.35,19.66,83.77,7.13,6
Jameson Taillon,535,87.07,2493.12,6.7,24,0,70.19,19.52,83.21,7.37,6
Max Fried,486,86.9,2318.98,6.46,33,0,67.64,7.86,82.1,7.17,5
Brent Suter,200,83.14,2110.33,7.16,7,0,68.68,17.65,80.17,7.0,12
Cal Quantrill,578,88.67,1747.16,6.56,25,0,71.29,12.93,81.0,7.43,6
Zach Eflin,302,86.9,2236.95,6.53,11,0,70.71,18.4,84.12,7.24,4
Kenta Maeda,238,85.24,2195.33,6.15,12,0,70.31,28.81,83.23,7.49,4
Dane Dunning,334,86.52,2123.29,7.04,16,0,70.52,17.43,80.62,7.31,4
Tylor Megill,358,90.76,2071.34,7.51,28,0,69.42,16.42,82.25,7.13,4
Jordan Montgomery,501,86.03,2162.88,6.75,22,0,70.26,11.55,83.2,7.43,6
Triston McKenzie,441,85.52,2188.85,6.79,30,0,70.35,28.24,84.39,7.46,5
Jordan Hicks,517,88.89,1755.82,6.57,29,0,69.48,10.38,83.43,7.44,6
Brady Singer,460,87.36,2281.49,6.84,26,0,69.72,13.73,82.3,7.2,5
Ronel Blanco,447,88.49,2032.87,6.88,26,0,70.13,19.89,82.92,7.4,5
JP Sears,511,84.89,2141.02,6.36,21,0,71.1,18.82,83.46,7.39,6
Kutter Crawford,560,87.0,2338.6,6.12,32,0,69.95,22.12,81.12,7.21,6
Mitchell Parker,526,87.43,1999.01,6.83,24,0,70.86,16.28,84.31,7.41,6
Louis Varland,63,89.89,2210.13,6.99,3,0,69.27,21.88,85.14,7.19,1
Drew Thorpe,98,84.93,2189.7,6.36,4,0,70.82,15.03,86.11,7.61,1
Carlos Rodriguez,71,88.42,2171.04,6.29,4,0,69.4,20.52,77.99,7.05,1
Paul Skenes,485,93.77,2181.57,6.28,39,0,68.5,15.24,82.18,7.12,5
