full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Yu Darvish,215,86.07,2495.59,6.62,8,0,69.45,3.67,84.31,7.42,3
Sonny Gray,418,87.28,2488.41,6.48,38,0,69.83,9.62,83.81,7.29,6
Yusei Kikuchi,589,88.53,2235.53,6.71,45,0,70.65,19.13,83.52,7.37,6
Taijuan Walker,241,87.99,2174.61,5.96,10,0,69.38,18.51,85.15,7.25,6
Clay Holmes,550,89.62,2228.45,5.83,17,0,69.93,5.6,83.05,7.2,6
Adrian Houser,448,90.24,2096.26,6.82,21,0,70.12,13.11,84.27,7.19,5
Michael Wacha,542,86.21,1926.21,6.69,25,0,68.42,19.06,79.24,7.19,6
Cal Quantrill,393,89.32,2060.98,6.33,22,0,68.97,20.94,83.02,7.11,5
Antonio Senzatela,418,91.16,2314.01,6.02,17,0,69.65,15.91,86.67,7.0,5
Luis Severino,468,91.93,2338.75,6.28,18,0,69.86,21.49,81.35,7.05,5
Eric Lauer,414,86.65,2199.2,6.1,29,0,70.07,25.16,82.39,7.1,5
Zack Littell,421,87.49,1804.3,6.13,21,0,70.66,17.5,85.42,7.2,5
Freddy Peralta,574,89.87,2309.11,6.82,38,0,69.69,21.64,82.39,7.25,6
Logan Webb,582,88.97,1993.59,6.8,35,0,69.83,7.33,83.54,7.03,6
Dean Kremer,402,87.94,2077.78,6.04,29,0,70.63,21.39,80.6,7.31,5
Joey Wentz,256,89.15,2477.46,7.09,14,0,70.42,16.06,83.16,7.46,6
Ryne Nelson,516,92.35,2318.88,6.86,28,0,69.49,26.12,84.69,6.96,6
Logan Allen,466,86.16,1974.61,6.28,24,0,70.61,17.12,83.41,7.12,5
Keider Montero,283,88.38,2469.41,6.23,16,0,70.97,17.35,83.98,7.29,4
Kumar Rocker,433,91.21,2157.0,6.72,21,0,70.1,13.64,83.6,7.3,5
Brayan Bello,564,91.73,2257.24,6.34,29,0,70.29,14.63,83.68,7.2,6
Mitchell Parker,434,88.45,2177.09,6.83,12,0,70.03,18.22,86.69,7.1,5
Mike Burrows,403,89.98,2239.59,6.46,23,0,71.63,20.39,85.21,7.43,6
Shota Imanaga,428,86.19,2057.93,6.23,19,0,72.24,29.81,82.48,7.65,5
Emmet Sheehan,200,91.06,2175.42,6.56,10,0,68.06,25.57,85.5,7.18,3
Logan Evans,273,87.3,2473.86,5.84,10,0,72.31,17.16,86.41,7.56,3
Will Warren,536,89.13,2596.55,6.7,27,0,70.47,17.02,83.2,7.03,6
Zebby Matthews,77,92.17,2317.19,6.45,6,0,71.27,9.91,86.0,7.18,1
