game_date,home_team,away_team,winner
2025-06-19,White Sox,Cardinals,Cardinals
2025-06-19,Reds,Twins,Twins
2025-06-19,Yankees,Angels,Yankees
2025-06-19,Nationals,Rockies,Nationals
2025-06-19,Tigers,Pirates,Tigers
2025-06-19,White Sox,Cardinals,Cardinals
2025-06-19,Cubs,Brewers,Brewers
2025-06-19,Rangers,Royals,Royals
2025-06-19,Blue Jays,D-backs,D-backs
2025-06-19,Giants,Guardians,Giants
2025-06-19,Tigers,Pirates,Pirates
2025-06-19,Marlins,Phillies,Phillies
2025-06-19,Braves,Mets,Braves
2025-06-19,Rays,Orioles,Orioles
2025-06-19,Athletics,Astros,Athletics
2025-06-19,Dodgers,Padres,Padres
