full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Michael Lorenzen,582,89.44,2343.84,5.87,25,0,70.23,14.49,80.97,7.26,6
Miles Mikolas,517,87.96,2235.65,6.37,25,0,71.05,17.91,84.13,7.37,6
Marcus Stroman,551,86.96,2406.86,5.74,25,0,70.87,11.7,83.08,7.38,6
Jameson Taillon,459,86.91,2508.18,6.69,17,0,69.74,19.49,82.97,7.42,5
Trevor Williams,499,84.22,2052.43,6.79,25,0,69.78,18.51,82.11,7.12,6
Nick Pivetta,288,89.88,2463.45,6.72,20,0,70.27,23.77,83.35,7.28,4
Aaron Nola,604,86.38,2273.71,7.0,39,0,69.28,11.65,81.74,7.36,6
Erick Fedde,573,88.85,2032.38,6.66,28,0,69.36,17.98,83.02,7.05,6
Walker Buehler,323,90.09,2318.5,6.49,17,0,68.41,13.76,80.46,6.9,4
Luis Severino,490,92.4,2214.75,6.31,24,0,68.77,19.01,81.18,7.04,5
Dakota Hudson,497,86.08,2220.02,6.17,16,0,69.82,4.98,84.17,7.37,6
Aaron Civale,475,86.41,2707.63,5.61,26,0,69.24,16.23,84.15,7.27,6
Dylan Cease,601,90.9,2668.32,6.28,47,0,69.62,19.49,81.6,7.42,6
Mitch Keller,580,90.82,2497.46,6.46,33,0,69.22,19.3,83.25,6.94,6
Jordan Montgomery,428,85.79,2122.38,6.76,17,0,69.13,13.88,82.37,7.33,5
Jared Koenig,246,90.57,2347.41,6.26,12,0,68.33,17.17,81.62,7.08,12
Jordan Hicks,520,88.82,1670.37,6.51,30,0,70.53,12.15,84.69,7.5,6
Brady Singer,574,88.05,2290.82,6.88,36,0,70.29,9.59,82.2,7.32,6
Chris Paddack,545,86.85,2072.3,6.94,31,0,68.77,18.2,82.74,7.17,6
Hunter Greene,604,93.47,2304.72,6.38,35,0,69.16,24.87,81.93,7.1,6
Logan Gilbert,542,90.3,1852.69,7.6,31,0,69.35,11.44,82.65,7.34,6
Tanner Bibee,544,89.71,2470.39,6.56,36,0,70.14,23.52,80.7,7.11,6
JP Sears,514,84.52,2144.35,6.39,24,0,71.22,17.56,82.67,7.25,6
Spencer Arrighetti,464,86.51,2430.72,7.22,28,0,70.11,15.57,82.17,7.21,5
Reese Olson,518,89.1,2340.54,5.86,29,0,69.93,10.27,86.21,7.44,6
