team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,86.58123809523809,66.53657142857142,6.945833333333335
BAL,86.79465986394557,70.05103741496599,7.423469387755103
BOS,85.33153439153439,70.17541666666666,7.32824074074074
CHC,83.88614583333333,70.15125,6.819017857142857
CIN,82.44166666666666,65.06046296296296,7.30824074074074
CLE,81.08645833333334,65.42907738095238,6.723571428571429
COL,80.85416666666667,68.89458333333333,7.091314102564102
CWS,86.55911111111111,66.77204906204906,7.2940764790764785
DET,91.5075,73.60595238095237,7.497023809523809
HOU,83.11275510204082,69.67819160997733,7.4009637188208615
KC,84.53479591836734,66.54442176870748,6.785442176870748
LAA,79.4725,69.11220238095238,7.153452380952381
LAD,88.05942857142857,72.49819047619047,7.548071428571428
MIA,90.52916666666667,69.31354166666667,6.755208333333333
MIL,81.99888888888889,66.33787758537758,6.722447691197691
MIN,81.96711805555556,70.26456349206349,7.355952380952381
NYM,83.09101953601954,71.6165845959596,7.344412878787878
NYY,82.66964285714286,71.4149149659864,7.670527210884353
PHI,81.88896825396824,69.25526014109347,7.2015388007054675
PIT,80.20205026455027,72.36256613756613,7.199609788359788
SD,81.83375992063492,69.81,7.0477083333333335
SEA,82.61,71.68515873015873,7.116825396825396
SF,85.21666666666667,73.02625,7.47375
STL,81.16062169312168,69.01989057239057,7.258880471380471
TB,83.68333333333334,71.16776785714285,7.218482142857143
TEX,73.79031746031747,71.1113492063492,7.435079365079365
TOR,80.84325396825398,67.69169913419913,7.061497113997113
WSH,84.12485449735449,71.53494047619047,7.325654761904762
