team,wins,losses,run_diff,streak,games_played,win_pct
BAL,57,37,84,L4,94,.606
NYY,57,39,102,W1,96,.594
BOS,51,43,35,L1,94,.543
TB,47,47,-63,W2,94,.500
TOR,44,51,-53,L1,95,.463
CLE,57,36,85,L3,93,.613
MIN,53,41,46,L1,94,.564
KC,52,43,66,W4,95,.547
DET,45,50,-10,L1,95,.474
CWS,27,69,-168,L2,96,.281
SEA,52,44,21,L1,96,.542
HOU,50,44,52,W4,94,.532
TEX,44,50,6,L2,94,.468
LAA,39,55,-89,W1,94,.415
OAK,36,60,-92,W1,96,.375
PHI,61,33,119,L1,94,.649
ATL,52,41,66,W1,93,.559
NYM,48,45,12,W4,93,.516
WSH,43,52,-33,W1,95,.453
MIA,32,62,-149,L4,94,.340
MIL,54,41,74,L2,95,.568
STL,48,45,-42,L3,93,.516
PIT,46,48,-18,W2,94,.489
CHC,46,49,-1,W5,95,.484
CIN,46,49,35,W2,95,.484
LAD,56,39,91,W1,95,.589
ARI,48,47,7,W3,95,.505
SD,49,48,11,L5,97,.505
SF,46,49,-26,W1,95,.484
COL,33,62,-168,L2,95,.347
