game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct
2024-08-25,WSH,ATL,DJ HERZ,REYNALDO LOPEZ,,,,,,,,,,,,500.0,89.63,2299.84,6.68,38.0,0.0,70.18,21.83,80.42,7.25,6.0,82.45833333333333,71.43,7.108124999999999,77.38666666666667,68.38779761904762,7.420416666666667,42.0,53.0,2.0,L1,95.0,0.442,38,58,-102,L4,96,0.396
2024-08-25,CIN,PIT,NICK MARTINEZ,LUIS L ORTIZ,,,,,,,,,,,,,,,,,,,,,,,83.93432539682539,71.57395833333334,6.779513888888889,81.76222222222222,69.72611111111112,7.019722222222223,39.0,58.0,-53.0,W1,97.0,0.402,50,47,31,W2,97,0.515
2024-08-25,COL,NYY,AUSTIN GOMBER,MARCUS STROMAN,388.0,86.0,2350.26,5.58,14.0,0.0,71.03,11.5,83.94,7.35,5.0,526.0,84.97,2183.83,6.68,26.0,0.0,70.55,19.97,82.64,7.32,6.0,89.31396825396826,71.77579365079366,7.632738095238095,78.02805555555555,68.31984126984128,7.22484126984127,53.0,43.0,111.0,L2,96.0,0.552,22,74,-253,L2,96,0.229
2024-08-25,ARI,BOS,MERRILL KELLY,TANNER HOUCK,557.0,88.12,2316.7,5.96,23.0,0.0,69.89,1.27,83.7,7.36,6.0,282.0,88.39,2365.3,6.07,11.0,0.0,72.59,16.05,85.31,7.64,3.0,88.769,71.30666666666666,7.76047619047619,,,,53.0,45.0,61.0,W10,98.0,0.541,47,50,5,W1,97,0.485
2024-08-25,LAA,TOR,TYLER ANDERSON,KEVIN GAUSMAN,611.0,89.99,2042.87,6.64,31.0,0.0,70.0,21.5,83.63,7.18,6.0,586.0,84.56,2124.51,6.08,33.0,0.0,70.04,18.22,81.09,7.43,6.0,82.98777777777777,69.09166819291819,7.212576821326821,84.92869047619048,72.08392857142857,6.991071428571428,55.0,41.0,17.0,L2,96.0,0.573,47,49,-62,L1,96,0.49
2024-08-25,CHC,MIA,JAVIER ASSAD,ADAM OLLER,185.0,90.26,2137.76,6.43,8.0,0.0,70.35,31.9,85.94,7.08,2.0,520.0,86.69,2059.1,6.57,21.0,0.0,69.38,21.33,81.58,7.14,6.0,88.63708333333334,72.47416666666666,7.034166666666667,85.61220521541951,68.60097763347764,6.8477020202020205,44.0,51.0,-55.0,W2,95.0,0.463,57,39,119,W2,96,0.594
2024-08-25,TEX,CLE,CODY BRADFORD,MATTHEW BOYD,,,,,,,,,,,,482.0,85.09,2018.68,7.12,27.0,0.0,69.7,20.9,80.9,7.14,6.0,74.26,67.88020833333333,7.048958333333333,78.42261904761905,67.23374542124542,7.054569597069597,46.0,49.0,-45.0,W2,95.0,0.484,48,49,47,W1,97,0.495
2024-08-25,STL,MIN,ERICK FEDDE,ZEBBY MATTHEWS,255.0,90.84,2254.29,6.46,13.0,0.0,69.23,21.47,85.02,7.18,3.0,541.0,88.81,2140.11,6.68,25.0,0.0,70.09,24.52,82.79,7.17,6.0,83.96666666666667,73.74444444444444,7.100892857142856,83.03159090909091,66.95315684315685,7.022286760858189,47.0,49.0,-8.0,L1,96.0,0.49,51,46,17,W1,97,0.526
2024-08-25,PHI,KC,KOLBY ALLARD,SETH LUGO,568.0,87.19,2550.75,5.98,24.0,0.0,69.26,12.92,83.38,7.2,6.0,268.0,84.67,1935.77,6.01,13.0,0.0,70.52,18.07,84.3,7.25,4.0,87.45710978835979,71.6519954648526,7.425408163265307,84.19119047619049,71.59494047619047,7.354265873015873,47.0,50.0,-28.0,W1,97.0,0.485,55,41,63,W1,96,0.573
2024-08-25,DET,CWS,BEAU BRIESKE,JONATHAN CANNON,468.0,88.78,2152.34,6.19,19.0,0.0,70.37,20.92,81.78,7.16,5.0,265.0,92.45,2417.28,6.06,16.0,0.0,70.09,18.39,80.43,7.25,10.0,79.91722222222222,69.83698593073593,7.082720057720057,81.85177083333333,68.0907729076479,7.087867965367965,32.0,65.0,-98.0,L2,97.0,0.33,59,38,87,L4,97,0.608
2024-08-25,MIL,OAK,FRANKIE MONTAS,JOEY ESTES,477.0,86.8,2277.78,6.01,23.0,0.0,70.02,32.27,82.14,7.2,6.0,477.0,93.41,2307.38,6.04,28.0,0.0,70.58,18.24,83.68,7.14,5.0,,,,76.95485714285715,67.49066666666667,7.0840512820512815,,,,,,,56,40,81,W7,96,0.583
2024-08-25,SF,SEA,ROBBIE RAY,BRYAN WOO,516.0,92.0,2240.03,6.59,34.0,0.0,69.3,17.1,82.26,6.82,6.0,482.0,90.52,2241.49,6.09,35.0,0.0,68.62,22.11,83.21,7.11,6.0,82.2884126984127,68.41140211640212,7.195357142857144,86.78809523809524,68.25445075757575,7.145265151515152,51.0,45.0,32.0,W3,96.0,0.531,52,45,17,L2,97,0.536
