full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,154,87.77,2300.87,6.43,11,0,71.45,21.41,83.96,7.4,2
Zack Wheeler,502,92.68,2489.65,7.17,42,0,68.35,16.81,81.14,6.92,5
Patrick Corbin,536,86.21,2179.15,6.77,27,0,70.82,14.28,85.17,7.48,6
Andrew Heaney,501,85.87,2370.41,6.28,27,0,70.0,24.41,84.16,7.06,6
Erick Fedde,522,89.27,2143.74,6.68,18,0,69.78,20.35,83.09,7.04,6
Michael Wacha,571,86.07,1944.35,6.69,31,0,68.98,19.1,80.32,7.32,6
Drew Rasmussen,448,93.07,2496.0,6.59,26,0,70.05,15.54,84.22,6.78,6
Logan Webb,603,89.21,2062.35,6.78,42,0,68.71,9.1,82.01,6.9,6
Matt Waldron,104,81.92,748.04,6.63,3,0,70.45,14.65,80.38,7.4,1
Ryne Nelson,476,91.74,2288.51,6.81,25,0,68.69,25.6,83.85,6.92,6
Trevor Rogers,263,89.85,2129.02,6.67,13,0,71.63,14.11,82.66,7.41,3
George Kirby,552,91.84,2243.96,6.5,33,0,70.05,21.37,81.82,7.02,6
Garrett Crochet,604,92.62,2464.03,6.81,55,0,70.73,17.35,83.06,7.28,6
Jacob Lopez,533,85.23,2215.35,6.99,39,0,69.72,26.99,79.16,7.47,6
Chase Burns,114,94.86,2578.53,6.4,8,0,72.03,31.22,84.39,7.61,2
