full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Fernando Cruz,209,87.67,1756.49,6.85,22,0,67.75,21.88,86.2,7.44,9
Zack Wheeler,570,91.51,2434.98,7.13,42,0,69.34,17.95,79.7,7.03,6
Kevin Gausman,612,89.93,2070.11,6.65,30,0,69.68,21.14,82.27,7.19,6
Frankie Montas,579,93.03,2329.06,6.04,37,0,70.33,17.91,82.0,7.17,6
Nick Pivetta,367,87.39,2418.52,6.81,20,0,68.29,22.47,81.18,7.2,4
Erick Fedde,556,89.28,2128.0,6.7,26,0,70.61,21.68,83.47,7.1,6
Max Fried,571,87.68,2279.21,6.59,37,0,69.97,4.42,81.06,7.13,6
Sean Manaea,577,87.61,2023.84,6.99,41,0,67.72,26.07,81.46,6.77,6
Gerson Garabito,168,88.1,2368.57,6.59,9,0,67.39,22.56,83.48,7.19,6
Luis Gil,372,92.18,2345.49,6.8,19,0,68.29,29.32,79.87,7.02,4
Ryan Feltner,270,89.36,2269.55,6.48,14,0,70.23,20.08,83.14,7.05,4
Davis Martin,513,88.12,2427.15,6.43,27,0,70.08,15.24,81.78,7.26,6
Framber Valdez,481,87.98,2330.17,5.86,40,0,70.36,-1.79,79.68,7.46,5
Dean Kremer,534,87.73,2061.91,6.14,30,0,69.72,21.26,80.61,7.32,6
Cole Ragans,591,88.9,2461.39,6.17,45,0,70.25,18.63,81.21,7.35,6
Shane Baz,461,90.69,2348.63,6.54,22,0,70.47,21.78,83.5,7.15,5
Tarik Skubal,544,91.88,2024.41,6.37,46,0,67.98,18.21,82.48,6.95,6
Bryce Miller,545,90.91,2242.73,6.31,38,0,69.51,23.33,83.2,7.26,6
Austin Kitchen,106,84.95,2048.25,5.81,2,0,71.17,12.38,85.36,7.2,3
Mitch Spence,516,87.47,2509.6,6.21,27,0,70.91,7.88,81.67,7.48,6
DJ Herz,431,89.23,2280.43,6.67,29,0,70.75,19.62,79.6,7.25,5
Landon Knack,155,88.95,2520.45,5.81,10,0,68.66,28.37,79.7,7.03,2
Sam Aldegheri,169,87.52,2181.85,5.65,10,0,69.64,33.5,84.68,7.03,2
Brandon Pfaadt,549,89.98,2546.97,6.65,41,0,69.52,12.24,82.44,7.25,6
Mason Black,167,89.82,2197.13,7.01,11,0,67.7,28.86,81.34,6.72,2
Jordan Wicks,164,87.72,2128.48,6.32,4,0,68.83,21.39,81.2,7.11,2
Zebby Matthews,413,90.7,2271.21,6.46,22,0,69.83,20.96,85.07,7.26,5
