full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Yu Darvish,353,88.17,2450.51,6.64,24,0,69.35,14.51,79.87,7.52,4
Michael Lorenzen,586,89.55,2353.82,5.89,28,0,70.2,15.1,81.23,7.27,6
Jameson Taillon,516,86.83,2483.13,6.65,22,0,69.44,22.09,82.08,7.39,6
Trevor Williams,491,84.2,2043.79,6.78,20,0,69.7,19.23,82.74,7.14,6
Nick Pivetta,211,89.97,2450.64,6.72,17,0,69.37,23.67,83.32,7.3,3
Aaron Nola,592,86.18,2260.14,6.95,41,0,68.85,12.25,81.98,7.32,6
Colin Rea,538,88.32,2110.41,6.6,24,0,71.41,14.27,84.01,7.34,6
Chris Flexen,511,85.52,2203.28,6.26,26,0,69.98,17.96,80.92,7.53,7
Sean Manaea,562,88.13,1925.12,7.11,23,0,69.53,21.07,82.23,7.15,6
Dakota Hudson,500,86.3,2197.67,6.18,15,0,69.22,4.68,84.39,7.32,6
Aaron Civale,508,85.98,2697.48,5.65,26,0,69.04,16.6,83.42,7.23,6
Mitch Keller,580,90.68,2491.58,6.43,33,0,68.83,17.75,82.9,6.92,6
Jordan Montgomery,516,85.76,2107.74,6.72,19,0,69.58,14.99,83.06,7.34,6
Jordan Hicks,529,89.19,1662.3,6.48,22,0,70.18,11.47,84.43,7.44,6
Brady Singer,591,88.14,2294.71,6.93,38,0,69.96,7.89,82.84,7.24,6
Chris Paddack,568,87.26,2090.22,6.97,38,0,68.56,18.03,82.35,7.14,6
Matt Manning,256,89.29,2246.74,6.87,13,0,69.29,24.45,84.9,7.18,3
Alek Manoah,273,89.28,2257.66,6.92,19,0,68.22,22.22,81.21,7.03,3
Hunter Greene,596,93.52,2314.18,6.37,36,0,69.24,24.54,82.09,7.04,6
Corbin Burnes,564,90.31,2688.47,6.55,35,0,69.85,5.51,81.2,7.58,6
Matthew Liberatore,285,90.6,2344.35,6.3,15,0,70.86,14.18,84.01,7.29,9
George Kirby,525,91.82,2146.51,6.62,35,0,70.26,22.55,82.56,7.0,6
Tanner Bibee,550,89.44,2447.96,6.58,38,0,69.89,23.9,80.87,7.18,6
JP Sears,537,84.94,2138.34,6.43,30,0,70.92,19.38,82.34,7.26,6
Spencer Arrighetti,457,87.14,2410.58,7.25,28,0,69.62,17.54,83.05,7.23,5
Landon Knack,222,87.18,2403.21,5.88,12,0,70.49,26.19,83.96,7.28,3
Bryce Elder,421,87.39,2149.4,5.94,19,0,69.3,11.27,83.95,7.31,5
